episode,id,arc,arc_name,title,hook,cliffhanger_beat,characters,location,locale,wpm,word_count,estimated_seconds,timing_gate,editorial_score,editorial_gate,source_authority
34,E034,4,The First Receiver,Initiates Return,Every failed timeline ends with Maya activating something called Return—and the machine just chose her again.,TARGET: MAYA VALE. Maya’s nose begins to bleed.,Maya Vale|Jonah Reed,AHEAD basement,en-US,155,160,61.9,PASS,9.58,PASS,EN-v5
35,E035,4,The First Receiver,The Cost,Every future Maya changes is being stored somewhere—and her body is paying the bill.,Present Maya drops the pen. She has never earned a doctorate.,Maya Vale|Jonah Reed|Nora Reyes|Clara Cole,AHEAD basement,en-US,155,156,60.4,PASS,9.58,PASS,EN-v5
36,E036,4,The First Receiver,Dr. Vale,Maya can suddenly solve equations she has never studied—and every solution points back to AHEAD.,Inside is one phone. Its video is dated seven years from now.,Maya Vale|Ethan Cole|Jonah Reed,AHEAD basement,en-US,155,159,61.5,PASS,9.58,PASS,EN-v5
37,E037,4,The First Receiver,Return Protocol,Maya just wrote the protocol that may have reset her life sixteen times—and a seven-year message is waiting for her.,A countdown appears on Jonah’s phone. 07:00.,Maya Vale|Jonah Reed|Detective Daniel Cross,AHEAD basement,en-US,155,154,59.6,PASS,9.58,PASS,EN-v5
38,E038,4,The First Receiver,Jonah Must Die,Future Maya says Jonah must die tonight—but Jonah has already survived his death once.,His screen refreshes with one new item: SILAS WARD — CURRENT LOCATION AVAILABLE.,Maya Vale|Jonah Reed|Detective Daniel Cross|Ethan Cole,AHEAD basement,en-US,155,157,60.8,PASS,9.58,PASS,EN-v5
39,E039,4,The First Receiver,Silas Ward,A man declared dead in Jonah’s fire has been living openly for three years under the same name.,"At the bottom is one sentence: IF YOU BRING ETHAN, CLARA DIES.",Maya Vale|Jonah Reed|Detective Daniel Cross,AHEAD annex,en-US,155,151,58.5,PASS,9.58,PASS,EN-v5
40,E040,4,The First Receiver,The Empty Chair,Maya is told to come alone or Clara dies—and the meeting room contains only one empty chair.,Then she adds: “And tell Jonah he lied about who started the fire.”,Maya Vale|Jonah Reed|Clara Cole,research campus,en-US,155,154,59.6,PASS,9.58,PASS,EN-v5
41,E041,5,Maya Changes the Future,Clara Alive,Clara is alive—but she can only exist in Maya’s timeline for seconds at a time.,Maya’s phone immediately lights up. A train number appears: 407.,Maya Vale|Ethan Cole|Clara Cole|Jonah Reed,research campus,en-US,155,150,58.1,PASS,9.68,PASS,EN-v5
42,E042,5,Maya Changes the Future,The Unbreakable Prediction,Clara says the only way out is to break a future that has never changed in sixteen timelines.,Maya grabs her coat. “That’s why I have to.”,Maya Vale|Ethan Cole|Jonah Reed|Detective Daniel Cross,AHEAD annex,en-US,155,159,61.5,PASS,9.68,PASS,EN-v5
43,E043,5,Maya Changes the Future,Train 407,Every known timeline says Train 407 kills eighteen people—so Maya boards it on purpose.,The doors lock before she can move. The train starts rolling with Maya alone inside.,Maya Vale|Nora Reyes|Detective Daniel Cross|Jonah Reed,commuter train,en-US,155,159,61.5,PASS,9.72,PASS,EN-v5
44,E044,5,Maya Changes the Future,One Casualty,Maya saved seventeen people from a fixed disaster—and the future responded by choosing only her to die.,Maya remembers Clara’s instruction. Run toward it.,Maya Vale|Nora Reyes|Jonah Reed,commuter train,en-US,155,159,61.5,PASS,9.68,PASS,EN-v5
45,E045,5,Maya Changes the Future,Timeline Error,Maya creates a future AHEAD cannot predict—and a door appears where a concrete wall used to be.,Same coat. Same face. Same scar. Maya is looking at herself.,Maya Vale|Nora Reyes|Jonah Reed,station corridor,en-US,155,156,60.4,PASS,9.68,PASS,EN-v5
46,E046,5,Maya Changes the Future,No Signal,Maya steps through a NO SIGNAL doorway and meets herself from a future she just erased.,Future Maya leans close. “Because his first video is designed to make him commit a crime.”,Maya Vale|Clara Cole|Nora Reyes,synchronization pocket,en-US,155,158,61.2,PASS,9.68,PASS,EN-v5
47,E047,5,Maya Changes the Future,The Other Maya,A future Maya says the Signal is about to choose Daniel—and weaponize his belief in evidence.,“My first prediction says I steal a murder weapon.” The countdown begins.,Maya Vale|Clara Cole,synchronization pocket,en-US,155,159,61.5,PASS,9.68,PASS,EN-v5
48,E048,5,Maya Changes the Future,Daniel Gets the Signal,Daniel’s first future video says he steals a murder weapon from his own evidence room.,Her first words are: “Silas is not trying to kill us.”,Maya Vale|Detective Daniel Cross,police station,en-US,155,153,59.2,PASS,9.68,PASS,EN-v5
49,E049,5,Maya Changes the Future,The Way Out,The woman Maya first met bleeding in a parking garage finally gives her name: Leila Hart—and explains how she vanished from the hospital.,The hospital windows shake from an explosion.,Maya Vale|Nora Reyes|Detective Daniel Cross|Leila Hart,hospital,en-US,155,151,58.5,PASS,9.78,PASS,EN-v5
50,E050,5,Maya Changes the Future,The Locked Room,Maya finally loses the Signal—and Ethan receives a future where she vanishes from a locked room.,The countdown reaches 00:03. Maya’s hand turns transparent in Ethan’s.,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross|Leila Hart,hospital,en-US,155,160,61.9,PASS,9.72,PASS,EN-v5
51,E051,6,Nora,Four Seconds Missing,Maya disappears from a locked hospital room while Ethan is holding her hand.,"“Did you know me before we met?” Nora whispers, “Yes.”",Maya Vale|Ethan Cole|Nora Reyes,hospital imaging suite,en-US,155,158,61.2,PASS,9.71,PASS,EN-v5
52,E052,6,Nora,Before We Met,Nora admits she knew Maya before they ever became friends.,Older by several years. The photo was taken before Nora and Maya ever met.,Maya Vale|Nora Reyes|Detective Daniel Cross,hospital,en-US,155,159,61.5,PASS,9.71,PASS,EN-v5
53,E053,6,Nora,M. Vale,Future Maya recruited Nora to spy on present Maya before their friendship even began.,The archive contains one more hidden instruction: MAKE SURE THEY BECOME FRIENDS.,Maya Vale|Nora Reyes,hospital corridor,en-US,155,155,60.0,PASS,9.71,PASS,EN-v5
54,E054,6,Nora,Engineered,Maya’s oldest friendship may have been engineered by her own future self.,The second timeline continues seven years. They never meet again.,Maya Vale|Nora Reyes,cafe/archive footage,en-US,155,154,59.6,PASS,9.71,PASS,EN-v5
55,E055,6,Nora,A Life Without Maya,Ethan watches an entire seven-year life where he never meets Maya.,A new video begins. Nora is injecting Maya while Maya begs her to stop.,Maya Vale|Ethan Cole|Nora Reyes,hospital waiting room,en-US,155,152,58.8,PASS,9.71,PASS,EN-v5
56,E056,6,Nora,Seven Hours,Nora’s new Signal shows her forcing an injection into Maya seven hours from now.,One hour remains. Then Maya forgets Ethan’s name.,Maya Vale|Ethan Cole|Jonah Reed,hospital,en-US,155,160,61.9,PASS,9.71,PASS,EN-v5
57,E057,6,Nora,The Injection,"Maya’s memories are collapsing, and the only treatment may erase the future knowledge she needs.",The woman looks at Nora. “Tell her she started this.”,Maya Vale|Nora Reyes|Ethan Cole|Detective Daniel Cross|Jonah Reed,hospital,en-US,155,160,61.9,PASS,9.71,PASS,EN-v5
58,E058,6,Nora,Nora Started It,A future version of Maya claims Nora started the entire Signal loop.,Tonight. And the system already lists the transmission as SENT.,Maya Vale|Nora Reyes|Leila Hart,hospital,en-US,155,153,59.2,PASS,9.75,PASS,EN-v5
59,E059,6,Nora,Message to Tomorrow,Nora is scheduled to send a message seven years into the future—and the system says she already did it.,Older Maya watches the packet and whispers: “Finally. Now I know where to send the first one.”,Maya Vale|Nora Reyes|Ethan Cole,hospital room/synchronization pocket,en-US,155,160,61.9,PASS,9.71,PASS,EN-v5
60,E060,6,Nora,The First Address,Nora’s accidental transmission gives future Maya the information she needs to send the first Signal backward.,NETWORK EXPANSION. SEVEN DAYS.,Maya Vale|Nora Reyes|Jonah Reed,hospital,en-US,155,156,60.4,PASS,9.75,PASS,EN-v5
61,E061,7,The Network,Seven Days to Expansion,"In seven days, hundreds of strangers will receive the Signal at once—and Daniel thinks the expansion is not an accident but an election.",The phone lights up in the present. Someone has started the expansion now.,Maya Vale|Nora Reyes|Jonah Reed|Detective Daniel Cross,hospital,en-US,155,149,57.7,PASS,9.69,PASS,EN-v5
62,E062,7,The Network,Receiver 001,"The phone marked Receiver 001 activates six days early—and its owner is Silas Ward, the man everyone thinks is hunting them.",Receiver 001 displays one new field: ANCHOR NETWORK.,Maya Vale|Nora Reyes|Jonah Reed|Detective Daniel Cross,hospital,en-US,155,149,57.7,PASS,9.69,PASS,EN-v5
63,E063,7,The Network,The Blackout Future,A seven-year future shows Maya alive beside Silas while the entire city is dark—and Jonah refuses to explain the one word attached to them: anchor.,"Maya says, “This time we ask before we accuse.”",Maya Vale|Detective Daniel Cross|Nora Reyes|Ethan Cole,research campus basement,en-US,155,155,60.0,PASS,9.69,PASS,EN-v5
64,E064,7,The Network,Dr. Lena Voss,The scientist blamed for destroying AHEAD is somewhere on the campus right now—and Maya’s phone shows her holding a gun.,Lena shakes her head. “She is alive because I trapped her outside ordinary time.”,Maya Vale|Jonah Reed|Ethan Cole,research campus basement,en-US,155,158,61.2,PASS,9.59,PASS,EN-v5
65,E065,7,The Network,Clara’s Price,Lena says Clara can be brought back—but Ethan may have to choose between his sister and destroying AHEAD.,"Maya says, “Then we find a third choice.”",Maya Vale|Ethan Cole|Dr. Lena Voss|Detective Daniel Cross,college lab,en-US,155,151,58.5,PASS,9.69,PASS,EN-v5
66,E066,7,The Network,The Clara Problem,Ethan has to choose between destroying the Signal and keeping his sister alive.,ANCHOR ACCESS GRANTED. USER: ETHAN COLE.,Ethan Cole|Maya Vale|Dr. Lena Voss,college lab,en-US,155,154,59.6,PASS,9.59,PASS,EN-v5
67,E067,7,The Network,Clara Location Acquired,Receiver 001 opens a hidden room where Ethan can finally touch Clara—but Clara refuses to let him turn her into AHEAD’s excuse to survive.,“Do not let Silas make my life the reason you obey him.”,Maya Vale|Ethan Cole|Nora Reyes|Dr. Lena Voss,college lab,en-US,155,158,61.2,PASS,9.69,PASS,EN-v5
68,E068,7,The Network,The Anchor Key,Silas’s phone can hold a rejected future open—and Ethan wants to use it to rescue Clara before anyone understands the cost.,The future screen flashes one word: RETURN.,Ethan Cole|Clara Cole|Maya Vale|Nora Reyes,pedestrian bridge,en-US,155,156,60.4,PASS,9.69,PASS,EN-v5
69,E069,7,The Network,Maya Causes the Blackout,The future shows Maya pressing Return seconds before the city goes dark—but Lena forces everyone to ask the question AHEAD keeps hiding: what happened first?,“I was wondering when you would notice.”,Maya Vale|Dr. Lena Voss|Detective Daniel Cross|Ethan Cole,college lab,en-US,155,154,59.6,PASS,9.69,PASS,EN-v5
70,E070,7,The Network,Silas,"Every piece of evidence blames Maya for the blackout. Then Silas Ward calls—and the man standing beside him is Adrian, the receiver who vanished in Episode Seven.",“And it has been using that difference against you since we met.”,Maya Vale|Ethan Cole|Dr. Lena Voss|Adrian,college lab,en-US,155,159,61.5,PASS,9.69,PASS,EN-v5
71,E071,8,The Prediction War,The Wrong Villain,Silas may not be the villain Maya imagined—and Adrian is living proof that at least one of his impossible claims is true.,“He chose which man the future could lose.”,Maya Vale|Ethan Cole|Dr. Lena Voss|Silas Ward|Adrian,college,en-US,155,160,61.9,PASS,9.68,PASS,EN-v5
72,E072,8,The Prediction War,Jonah’s Lie,The man Maya trusted as the first receiver may have killed someone to fake his own death.,“You already used Return sixteen times.” “You just don’t remember resetting us.”,Maya Vale|Silas Ward|Detective Daniel Cross|Dr. Lena Voss,college lobby,en-US,155,160,61.9,PASS,9.58,PASS,EN-v5
73,E073,8,The Prediction War,Sixteen Resets,Silas has records showing Maya reset the same crisis sixteen times.,If mass activation happens next week: SEVEN DAYS.,Maya Vale|Silas Ward|Jonah Reed|Dr. Lena Voss,college lobby,en-US,155,156,60.4,PASS,9.58,PASS,EN-v5
74,E074,8,The Prediction War,The Deadline,"If AHEAD activates the new receivers, a disaster once decades away could happen next week.",The countdown label reads: TRUCE FAILURE — 7 DAYS.,Maya Vale|Silas Ward|Ethan Cole|Dr. Lena Voss,college,en-US,155,153,59.2,PASS,9.58,PASS,EN-v5
75,E075,8,The Prediction War,Seven-Day Murder,Daniel sees Lena killing Silas one week from now—and someone has prepared costumes to make any of them look guilty.,He looks at the group and says: “That one is not me.”,Maya Vale|Silas Ward|Dr. Lena Voss|Detective Daniel Cross,college,en-US,155,153,59.2,PASS,9.58,PASS,EN-v5
76,E076,8,The Prediction War,Two Jonahs,"Two identical Jonahs stand in the same room, and both know things only the real Jonah should know.",ORIGIN EVENT. DO NOT MODEL.,Maya Vale|Detective Daniel Cross|Dr. Lena Voss|Silas Ward,storage facility,en-US,155,156,60.4,PASS,9.58,PASS,EN-v5
77,E077,8,The Prediction War,The Replica Room,"Future Maya built a room full of human doubles—not to replace people, but to feed AHEAD evidence it could trust for the wrong reason.",“The instructions that created AHEAD came from AHEAD’s future.”,Maya Vale|Ethan Cole|Dr. Lena Voss|Jonah Reed,storage facility,en-US,155,159,61.5,PASS,9.68,PASS,EN-v5
78,E078,8,The Prediction War,Origin Event,AHEAD has no clean beginning: future Maya sent the instructions that allowed the project to work years earlier.,"Silas whispers, “It noticed we stopped playing.”",Maya Vale|Jonah Reed|Ethan Cole,storage facility,en-US,155,149,57.7,PASS,9.68,PASS,EN-v5
79,E079,8,The Prediction War,The Enemy Is AHEAD,AHEAD’s real weapon is not seeing the future. It is making frightened people choose the future it can control.,Nora reads hers. “Protect her.”,Maya Vale|Dr. Lena Voss|Silas Ward|Ethan Cole,storage facility,en-US,155,148,57.3,PASS,9.72,PASS,EN-v5
80,E080,8,The Prediction War,Consensus,AHEAD tests its expansion by giving every receiver a different order and waiting to see which alliance wins.,"He says, “I have not proposed that.” “Not yet,” Maya answers.",Maya Vale|Ethan Cole|Silas Ward|Dr. Lena Voss,storage facility,en-US,155,145,56.1,PASS,9.72,PASS,EN-v5
81,E081,9,The Origin,The Missing Line,"In seven hours, Maya signs a truce with Silas—then secretly breaks its most important rule.",Older Nora smiles sadly. “Lena teaches you how.”,Maya Vale|Nora Reyes|Silas Ward|Dr. Lena Voss,storage facility,en-US,155,151,58.5,PASS,9.63,PASS,EN-v5
82,E082,9,The Origin,Lena Taught Her,Lena admits she eventually teaches Maya how to send the first Signal backward.,She meets Maya’s eyes. “Yes.”,Maya Vale|Nora Reyes|Dr. Lena Voss,safehouse,en-US,155,154,59.6,PASS,9.63,PASS,EN-v5
83,E083,9,The Origin,The Villain Version,"In Version 13, Maya took control of AHEAD and used predictions to control everyone she loved.",Her own voice is still echoing in her head: “Arrest Nora.”,Maya Vale|Dr. Lena Voss|Nora Reyes,safehouse,en-US,155,151,58.5,PASS,9.63,PASS,EN-v5
84,E084,9,The Origin,What Maya Did,Maya remembers becoming the kind of person she is now fighting.,No records. No grave. Nothing.,Maya Vale|Dr. Lena Voss|Nora Reyes|Silas Ward,safehouse,en-US,155,153,59.2,PASS,9.63,PASS,EN-v5
85,E085,9,The Origin,Maya Missing,The cleanest future they have ever seen saves Clara and the world—but Maya does not exist in it.,The final envelope is labeled: V18 — OPEN TOMORROW.,Maya Vale|Nora Reyes|Silas Ward|Ethan Cole,safehouse,en-US,155,151,58.5,PASS,9.63,PASS,EN-v5
86,E086,9,The Origin,Welcome Back,A secret AHEAD facility already knows Maya as its director—and contains a message from Version 18.,DO NOT SAVE HER. Nora reads it over Maya’s shoulder.,Maya Vale|Ethan Cole|Dr. Lena Voss|Silas Ward,central AHEAD facility,en-US,155,150,58.1,PASS,9.63,PASS,EN-v5
87,E087,9,The Origin,Version Eighteen,A message from Version 18 says Nora dies tomorrow—and saving her causes another reset.,"Nora pulls free. “If the future wants me outside,” she says, “I’m going in.”",Maya Vale|Dr. Lena Voss|Silas Ward|Ethan Cole,central AHEAD facility,en-US,155,151,58.5,PASS,9.63,PASS,EN-v5
88,E088,9,The Origin,Do Not Save Nora,Nora walks into the chamber where Version 18 says she will die in seven minutes.,Destination: MAYA VALE — NIGHT OF FIRST SIGNAL.,Maya Vale|Nora Reyes|Silas Ward|Dr. Lena Voss,central AHEAD facility,en-US,155,153,59.2,PASS,9.63,PASS,EN-v5
89,E089,9,The Origin,The First Packet,Maya can now send the very first Signal to her past self—and choose what the loop begins with.,Nora answers first. “Mine.”,Maya Vale|Nora Reyes|Ethan Cole,central AHEAD facility,en-US,155,152,58.8,PASS,9.63,PASS,EN-v5
90,E090,9,The Origin,Edit the Loop,"After changing the first Signal without resetting the world, Nora wants to erase the order that made her spy on Maya.",The room flickers. Maya’s phone loses Nora’s contact.,Maya Vale|Nora Reyes|Dr. Lena Voss|Silas Ward,central AHEAD facility,en-US,155,159,61.5,PASS,9.63,PASS,EN-v5
91,E091,10,Seven Minutes,The Friendship Test,Nora deletes the order that created their friendship—and wakes up remembering Maya as a stranger.,Then he whispers: “But I also remember never meeting you.”,Maya Vale|Ethan Cole|Nora Reyes|Dr. Lena Voss|Silas Ward,central AHEAD facility,en-US,155,157,60.8,PASS,9.76,PASS,EN-v5
92,E092,10,Seven Minutes,Strangers Again,"Ethan remembers two lives at once: one where he loves Maya, and one where she is a complete stranger.",DR. LENA VOSS. Date of death: three years ago.,Maya Vale|Nora Reyes|Ethan Cole,central AHEAD facility,en-US,155,158,61.2,PASS,9.72,PASS,EN-v5
93,E093,10,Seven Minutes,They Meet Anyway,Fixing Nora’s past lets Maya and Ethan find each other naturally—but kills Lena three years earlier.,“Became you?” “Became certain.”,Maya Vale|Nora Reyes|Ethan Cole,central AHEAD facility,en-US,155,151,58.5,PASS,9.76,PASS,EN-v5
94,E094,10,Seven Minutes,Version Thirteen,The final dangerous packet is not a weapon—it is Maya’s own blueprint for controlling everyone’s future.,Clara looks at Ethan. “Don’t turn it back on.”,Maya Vale|Ethan Cole|Nora Reyes,central AHEAD facility,en-US,155,152,58.8,PASS,9.72,PASS,EN-v5
95,E095,10,Seven Minutes,Seven Minutes Left,Maya stopped the future blackout—but Clara is disappearing as the prediction network dies.,PERMANENT ANCHOR COMPATIBLE: MAYA VALE.,Maya Vale|Silas Ward|Dr. Lena Voss|Leila Hart,central AHEAD facility,en-US,155,154,59.6,PASS,9.72,PASS,EN-v5
