storyId,format,locale,path,wordCount,wpm,estimatedSeconds,minWords,maxWords,timingPass
pos-l02-s01,short,pt,content/shorts/pt/pos-l02-s01-selling-to-everyone-is-the-problem.md,230,155,89.03,225,240,True
pos-l02-s02,short,de,content/shorts/de/pos-l02-s02-why-smaller-niches-can-make-you-bigger.md,222,150,88.8,218,233,True
pos-l02-s02,short,es,content/shorts/es/pos-l02-s02-why-smaller-niches-can-make-you-bigger.md,239,155,92.52,225,240,True
pos-l02-s02,short,fr,content/shorts/fr/pos-l02-s02-why-smaller-niches-can-make-you-bigger.md,240,155,92.9,225,240,True
pos-l02-s02,short,it,content/shorts/it/pos-l02-s02-why-smaller-niches-can-make-you-bigger.md,240,155,92.9,225,240,True
pos-l02-s02,short,pt,content/shorts/pt/pos-l02-s02-why-smaller-niches-can-make-you-bigger.md,238,155,92.13,225,240,True
pos-l02-s03,short,de,content/shorts/de/pos-l02-s03-market-problem-solution-test.md,222,150,88.8,218,233,True
pos-l02-s03,short,es,content/shorts/es/pos-l02-s03-market-problem-solution-test.md,232,155,89.81,225,240,True
pos-l02-s03,short,fr,content/shorts/fr/pos-l02-s03-market-problem-solution-test.md,240,155,92.9,225,240,True
pos-l02-s03,short,it,content/shorts/it/pos-l02-s03-market-problem-solution-test.md,231,155,89.42,225,240,True
pos-l02-s03,short,pt,content/shorts/pt/pos-l02-s03-market-problem-solution-test.md,234,155,90.58,225,240,True
pos-l03-s01,short,de,content/shorts/de/pos-l03-s01-you-cant-just-call-yourself-an-expert.md,232,150,92.8,218,233,True
pos-l03-s01,short,es,content/shorts/es/pos-l03-s01-you-cant-just-call-yourself-an-expert.md,228,155,88.26,225,240,True
pos-l03-s01,short,fr,content/shorts/fr/pos-l03-s01-you-cant-just-call-yourself-an-expert.md,232,155,89.81,225,240,True
pos-l03-s01,short,it,content/shorts/it/pos-l03-s01-you-cant-just-call-yourself-an-expert.md,226,155,87.48,225,240,True
pos-l03-s01,short,pt,content/shorts/pt/pos-l03-s01-you-cant-just-call-yourself-an-expert.md,232,155,89.81,225,240,True
pos-l03-s02,short,de,content/shorts/de/pos-l03-s02-three-signals-to-build-from-zero.md,233,150,93.2,218,233,True
pos-l03-s02,short,es,content/shorts/es/pos-l03-s02-three-signals-to-build-from-zero.md,240,155,92.9,225,240,True
pos-l03-s02,short,fr,content/shorts/fr/pos-l03-s02-three-signals-to-build-from-zero.md,240,155,92.9,225,240,True
pos-l03-s02,short,it,content/shorts/it/pos-l03-s02-three-signals-to-build-from-zero.md,228,155,88.26,225,240,True
pos-l03-s02,short,pt,content/shorts/pt/pos-l03-s02-three-signals-to-build-from-zero.md,227,155,87.87,225,240,True
pos-l03-s03,short,de,content/shorts/de/pos-l03-s03-your-website-has-five-seconds.md,233,150,93.2,218,233,True
pos-l03-s03,short,es,content/shorts/es/pos-l03-s03-your-website-has-five-seconds.md,225,155,87.1,225,240,True
pos-l03-s03,short,fr,content/shorts/fr/pos-l03-s03-your-website-has-five-seconds.md,240,155,92.9,225,240,True
pos-l03-s03,short,it,content/shorts/it/pos-l03-s03-your-website-has-five-seconds.md,232,155,89.81,225,240,True
pos-l03-s03,short,pt,content/shorts/pt/pos-l03-s03-your-website-has-five-seconds.md,234,155,90.58,225,240,True
pos-l04-s01,short,de,content/shorts/de/pos-l04-s01-stop-posting-random-content.md,230,150,92.0,218,233,True
pos-l04-s01,short,es,content/shorts/es/pos-l04-s01-stop-posting-random-content.md,230,155,89.03,225,240,True
pos-l04-s01,short,fr,content/shorts/fr/pos-l04-s01-stop-posting-random-content.md,235,155,90.97,225,240,True
pos-l04-s01,short,it,content/shorts/it/pos-l04-s01-stop-posting-random-content.md,231,155,89.42,225,240,True
pos-l04-s01,short,pt,content/shorts/pt/pos-l04-s01-stop-posting-random-content.md,235,155,90.97,225,240,True
pos-l04-s02,short,de,content/shorts/de/pos-l04-s02-the-goal-is-recognition-not-views.md,229,150,91.6,218,233,True
pos-l04-s02,short,es,content/shorts/es/pos-l04-s02-the-goal-is-recognition-not-views.md,229,155,88.65,225,240,True
pos-l04-s02,short,fr,content/shorts/fr/pos-l04-s02-the-goal-is-recognition-not-views.md,240,155,92.9,225,240,True
pos-l04-s02,short,it,content/shorts/it/pos-l04-s02-the-goal-is-recognition-not-views.md,231,155,89.42,225,240,True
pos-l04-s02,short,pt,content/shorts/pt/pos-l04-s02-the-goal-is-recognition-not-views.md,231,155,89.42,225,240,True
pos-l04-s03,short,de,content/shorts/de/pos-l04-s03-make-other-people-talk-about-your-expertise.md,233,150,93.2,218,233,True
pos-l04-s03,short,es,content/shorts/es/pos-l04-s03-make-other-people-talk-about-your-expertise.md,232,155,89.81,225,240,True
pos-l04-s03,short,fr,content/shorts/fr/pos-l04-s03-make-other-people-talk-about-your-expertise.md,238,155,92.13,225,240,True
pos-l04-s03,short,it,content/shorts/it/pos-l04-s03-make-other-people-talk-about-your-expertise.md,229,155,88.65,225,240,True
pos-l04-s03,short,pt,content/shorts/pt/pos-l04-s03-make-other-people-talk-about-your-expertise.md,240,155,92.9,225,240,True
pos-l05-s01,short,de,content/shorts/de/pos-l05-s01-you-dont-need-a-publisher.md,232,150,92.8,218,233,True
pos-l05-s01,short,es,content/shorts/es/pos-l05-s01-you-dont-need-a-publisher.md,240,155,92.9,225,240,True
pos-l05-s01,short,fr,content/shorts/fr/pos-l05-s01-you-dont-need-a-publisher.md,237,155,91.74,225,240,True
pos-l05-s01,short,it,content/shorts/it/pos-l05-s01-you-dont-need-a-publisher.md,240,155,92.9,225,240,True
pos-l05-s01,short,pt,content/shorts/pt/pos-l05-s01-you-dont-need-a-publisher.md,238,155,92.13,225,240,True
pos-l05-s02,short,de,content/shorts/de/pos-l05-s02-dont-write-a-book-about-everything-you-know.md,231,150,92.4,218,233,True
pos-l05-s02,short,es,content/shorts/es/pos-l05-s02-dont-write-a-book-about-everything-you-know.md,226,155,87.48,225,240,True
pos-l05-s02,short,fr,content/shorts/fr/pos-l05-s02-dont-write-a-book-about-everything-you-know.md,240,155,92.9,225,240,True
pos-l05-s02,short,it,content/shorts/it/pos-l05-s02-dont-write-a-book-about-everything-you-know.md,230,155,89.03,225,240,True
pos-l05-s02,short,pt,content/shorts/pt/pos-l05-s02-dont-write-a-book-about-everything-you-know.md,234,155,90.58,225,240,True
pos-l05-s03,short,de,content/shorts/de/pos-l05-s03-one-book-can-become-fifty-pieces-of-content.md,218,150,87.2,218,233,True
pos-l05-s03,short,es,content/shorts/es/pos-l05-s03-one-book-can-become-fifty-pieces-of-content.md,240,155,92.9,225,240,True
pos-l05-s03,short,fr,content/shorts/fr/pos-l05-s03-one-book-can-become-fifty-pieces-of-content.md,239,155,92.52,225,240,True
pos-l05-s03,short,it,content/shorts/it/pos-l05-s03-one-book-can-become-fifty-pieces-of-content.md,227,155,87.87,225,240,True
