id,format,series,locale,wordCount,wpm,estimatedSeconds,timingPass,timingNormalized,originalWordCount,path
osc-s03b,short,offer-sales-conversion,fr,230,155,89.0,True,True,171,content/shorts/fr/osc-03b-the-promise-formula.md
osc-s03b,short,offer-sales-conversion,it,234,155,90.6,True,True,213,content/shorts/it/osc-03b-the-promise-formula.md
osc-s03b,short,offer-sales-conversion,pt,229,155,88.6,True,True,190,content/shorts/pt/osc-03b-the-promise-formula.md
osc-s04a,short,offer-sales-conversion,de,224,150,89.6,True,True,174,content/shorts/de/osc-04a-why-good-products-still-dont-sell.md
osc-s04a,short,offer-sales-conversion,en,232,155,89.8,True,True,206,content/shorts/en/osc-04a-why-good-products-still-dont-sell.md
osc-s04a,short,offer-sales-conversion,es,229,155,88.6,True,True,184,content/shorts/es/osc-04a-why-good-products-still-dont-sell.md
osc-s04a,short,offer-sales-conversion,fr,232,155,89.8,True,True,176,content/shorts/fr/osc-04a-why-good-products-still-dont-sell.md
osc-s04a,short,offer-sales-conversion,it,234,155,90.6,True,True,205,content/shorts/it/osc-04a-why-good-products-still-dont-sell.md
osc-s04a,short,offer-sales-conversion,pt,232,155,89.8,True,True,183,content/shorts/pt/osc-04a-why-good-products-still-dont-sell.md
osc-s04b,short,offer-sales-conversion,de,219,150,87.6,True,True,170,content/shorts/de/osc-04b-make-your-offer-easier-to-buy.md
osc-s04b,short,offer-sales-conversion,en,235,155,91.0,True,True,178,content/shorts/en/osc-04b-make-your-offer-easier-to-buy.md
osc-s04b,short,offer-sales-conversion,es,230,155,89.0,True,True,181,content/shorts/es/osc-04b-make-your-offer-easier-to-buy.md
osc-s04b,short,offer-sales-conversion,fr,238,155,92.1,True,True,184,content/shorts/fr/osc-04b-make-your-offer-easier-to-buy.md
osc-s04b,short,offer-sales-conversion,it,236,155,91.4,True,True,216,content/shorts/it/osc-04b-make-your-offer-easier-to-buy.md
osc-s04b,short,offer-sales-conversion,pt,234,155,90.6,True,True,187,content/shorts/pt/osc-04b-make-your-offer-easier-to-buy.md
osc-s05a,short,offer-sales-conversion,de,222,150,88.8,True,True,177,content/shorts/de/osc-05a-marketing-may-not-be-the-problem.md
osc-s05a,short,offer-sales-conversion,en,234,155,90.6,True,True,203,content/shorts/en/osc-05a-marketing-may-not-be-the-problem.md
osc-s05a,short,offer-sales-conversion,es,232,155,89.8,True,True,194,content/shorts/es/osc-05a-marketing-may-not-be-the-problem.md
osc-s05a,short,offer-sales-conversion,fr,233,155,90.2,True,True,180,content/shorts/fr/osc-05a-marketing-may-not-be-the-problem.md
osc-s05a,short,offer-sales-conversion,it,234,155,90.6,True,True,219,content/shorts/it/osc-05a-marketing-may-not-be-the-problem.md
osc-s05a,short,offer-sales-conversion,pt,233,155,90.2,True,True,195,content/shorts/pt/osc-05a-marketing-may-not-be-the-problem.md
osc-s05b,short,offer-sales-conversion,de,220,150,88.0,True,True,172,content/shorts/de/osc-05b-too-many-choices-kill-the-offer.md
osc-s05b,short,offer-sales-conversion,en,235,155,91.0,True,True,185,content/shorts/en/osc-05b-too-many-choices-kill-the-offer.md
osc-s05b,short,offer-sales-conversion,es,231,155,89.4,True,True,186,content/shorts/es/osc-05b-too-many-choices-kill-the-offer.md
osc-s05b,short,offer-sales-conversion,fr,229,155,88.6,True,True,170,content/shorts/fr/osc-05b-too-many-choices-kill-the-offer.md
osc-s05b,short,offer-sales-conversion,it,234,155,90.6,True,True,214,content/shorts/it/osc-05b-too-many-choices-kill-the-offer.md
osc-s05b,short,offer-sales-conversion,pt,232,155,89.8,True,True,189,content/shorts/pt/osc-05b-too-many-choices-kill-the-offer.md
osc-s06a,short,offer-sales-conversion,de,218,150,87.2,True,True,169,content/shorts/de/osc-06a-views-are-not-sales.md
osc-s06a,short,offer-sales-conversion,en,235,155,91.0,True,True,184,content/shorts/en/osc-06a-views-are-not-sales.md
osc-s06a,short,offer-sales-conversion,es,226,155,87.5,True,True,171,content/shorts/es/osc-06a-views-are-not-sales.md
osc-s06a,short,offer-sales-conversion,fr,231,155,89.4,True,True,187,content/shorts/fr/osc-06a-views-are-not-sales.md
osc-s06a,short,offer-sales-conversion,it,233,155,90.2,True,True,211,content/shorts/it/osc-06a-views-are-not-sales.md
osc-s06a,short,offer-sales-conversion,pt,236,155,91.4,True,True,186,content/shorts/pt/osc-06a-views-are-not-sales.md
osc-s06b,short,offer-sales-conversion,de,225,150,90.0,True,True,178,content/shorts/de/osc-06b-trust-comes-before-conversion.md
osc-s06b,short,offer-sales-conversion,en,230,155,89.0,True,True,192,content/shorts/en/osc-06b-trust-comes-before-conversion.md
osc-s06b,short,offer-sales-conversion,es,234,155,90.6,True,True,185,content/shorts/es/osc-06b-trust-comes-before-conversion.md
osc-s06b,short,offer-sales-conversion,fr,229,155,88.6,True,True,180,content/shorts/fr/osc-06b-trust-comes-before-conversion.md
osc-s06b,short,offer-sales-conversion,it,233,155,90.2,True,True,219,content/shorts/it/osc-06b-trust-comes-before-conversion.md
osc-s06b,short,offer-sales-conversion,pt,231,155,89.4,True,True,175,content/shorts/pt/osc-06b-trust-comes-before-conversion.md
osc-s07a,short,offer-sales-conversion,de,224,150,89.6,True,True,188,content/shorts/de/osc-07a-why-selling-feels-uncomfortable.md
osc-s07a,short,offer-sales-conversion,en,233,155,90.2,True,True,192,content/shorts/en/osc-07a-why-selling-feels-uncomfortable.md
osc-s07a,short,offer-sales-conversion,es,234,155,90.6,True,True,196,content/shorts/es/osc-07a-why-selling-feels-uncomfortable.md
osc-s07a,short,offer-sales-conversion,fr,232,155,89.8,True,True,184,content/shorts/fr/osc-07a-why-selling-feels-uncomfortable.md
osc-s07a,short,offer-sales-conversion,it,233,155,90.2,True,True,217,content/shorts/it/osc-07a-why-selling-feels-uncomfortable.md
osc-s07a,short,offer-sales-conversion,pt,233,155,90.2,True,True,195,content/shorts/pt/osc-07a-why-selling-feels-uncomfortable.md
osc-s07b,short,offer-sales-conversion,de,221,150,88.4,True,True,163,content/shorts/de/osc-07b-selling-isnt-manipulation.md
osc-s07b,short,offer-sales-conversion,en,231,155,89.4,True,True,180,content/shorts/en/osc-07b-selling-isnt-manipulation.md
osc-s07b,short,offer-sales-conversion,es,226,155,87.5,True,True,178,content/shorts/es/osc-07b-selling-isnt-manipulation.md
osc-s07b,short,offer-sales-conversion,fr,231,155,89.4,True,True,184,content/shorts/fr/osc-07b-selling-isnt-manipulation.md
osc-s07b,short,offer-sales-conversion,it,234,155,90.6,True,True,218,content/shorts/it/osc-07b-selling-isnt-manipulation.md
osc-s07b,short,offer-sales-conversion,pt,227,155,87.9,True,True,173,content/shorts/pt/osc-07b-selling-isnt-manipulation.md
osc-s08a,short,offer-sales-conversion,de,225,150,90.0,True,True,188,content/shorts/de/osc-08a-stop-chasing-customers.md
osc-s08a,short,offer-sales-conversion,en,233,155,90.2,True,True,194,content/shorts/en/osc-08a-stop-chasing-customers.md
osc-s08a,short,offer-sales-conversion,es,229,155,88.6,True,True,191,content/shorts/es/osc-08a-stop-chasing-customers.md
osc-s08a,short,offer-sales-conversion,fr,227,155,87.9,True,True,170,content/shorts/fr/osc-08a-stop-chasing-customers.md
osc-s08a,short,offer-sales-conversion,it,232,155,89.8,True,True,216,content/shorts/it/osc-08a-stop-chasing-customers.md
osc-s08a,short,offer-sales-conversion,pt,234,155,90.6,True,True,202,content/shorts/pt/osc-08a-stop-chasing-customers.md
osc-s08b,short,offer-sales-conversion,de,224,150,89.6,True,True,176,content/shorts/de/osc-08b-prospecting-without-being-annoying.md
osc-s08b,short,offer-sales-conversion,en,228,155,88.3,True,True,173,content/shorts/en/osc-08b-prospecting-without-being-annoying.md
osc-s08b,short,offer-sales-conversion,es,226,155,87.5,True,True,173,content/shorts/es/osc-08b-prospecting-without-being-annoying.md
osc-s08b,short,offer-sales-conversion,fr,235,155,91.0,True,True,183,content/shorts/fr/osc-08b-prospecting-without-being-annoying.md
osc-s08b,short,offer-sales-conversion,it,234,155,90.6,True,True,203,content/shorts/it/osc-08b-prospecting-without-being-annoying.md
osc-s08b,short,offer-sales-conversion,pt,225,155,87.1,True,True,169,content/shorts/pt/osc-08b-prospecting-without-being-annoying.md
pos-l01,long,positioning,de,1391,145,575.6,True,,,content/long/de/pos-01-why-being-good-at-your-job-isnt-enough.md
pos-l01,long,positioning,en,1466,150,586.4,True,,,content/long/en/pos-01-why-being-good-at-your-job-isnt-enough.md
pos-l01,long,positioning,fr,1509,150,603.6,True,,,content/long/fr/pos-01-why-being-good-at-your-job-isnt-enough.md
pos-l01,long,positioning,it,1426,150,570.4,True,,,content/long/it/pos-01-why-being-good-at-your-job-isnt-enough.md
pos-l01,long,positioning,pt,1509,150,603.6,True,,,content/long/pt/pos-01-why-being-good-at-your-job-isnt-enough.md
pos-l01-s01,short,positioning,de,231,150,92.4,True,False,,content/shorts/de/pos-l01-s01-being-good-isnt-enough.md
pos-l01-s01,short,positioning,en,232,155,89.8,True,False,,content/shorts/en/pos-l01-s01-being-good-isnt-enough.md
pos-l01-s01,short,positioning,fr,233,155,90.2,True,False,,content/shorts/fr/pos-l01-s01-being-good-isnt-enough.md
pos-l01-s01,short,positioning,it,233,155,90.2,True,False,,content/shorts/it/pos-l01-s01-being-good-isnt-enough.md
pos-l01-s01,short,positioning,pt,234,155,90.6,True,False,,content/shorts/pt/pos-l01-s01-being-good-isnt-enough.md
pos-l01-s02,short,positioning,de,224,150,89.6,True,False,,content/shorts/de/pos-l01-s02-expertise-vs-perception.md
pos-l01-s02,short,positioning,en,230,155,89.0,True,False,,content/shorts/en/pos-l01-s02-expertise-vs-perception.md
pos-l01-s02,short,positioning,fr,233,155,90.2,True,False,,content/shorts/fr/pos-l01-s02-expertise-vs-perception.md
pos-l01-s02,short,positioning,it,239,155,92.5,True,False,,content/shorts/it/pos-l01-s02-expertise-vs-perception.md
pos-l01-s02,short,positioning,pt,230,155,89.0,True,False,,content/shorts/pt/pos-l01-s02-expertise-vs-perception.md
pos-l01-s03,short,positioning,de,220,150,88.0,True,False,,content/shorts/de/pos-l01-s03-what-do-people-remember-you-for.md
pos-l01-s03,short,positioning,en,229,155,88.6,True,False,,content/shorts/en/pos-l01-s03-what-do-people-remember-you-for.md
pos-l01-s03,short,positioning,fr,226,155,87.5,True,False,,content/shorts/fr/pos-l01-s03-what-do-people-remember-you-for.md
pos-l01-s03,short,positioning,it,227,155,87.9,True,False,,content/shorts/it/pos-l01-s03-what-do-people-remember-you-for.md
pos-l01-s03,short,positioning,pt,231,155,89.4,True,False,,content/shorts/pt/pos-l01-s03-what-do-people-remember-you-for.md
pos-l02,long,positioning,de,1478,145,611.6,True,,,content/long/de/pos-02-how-to-find-your-niche-without-making-yourself-too-small.md
pos-l02,long,positioning,en,1504,150,601.6,True,,,content/long/en/pos-02-how-to-find-your-niche-without-making-yourself-too-small.md
pos-l02,long,positioning,fr,1528,150,611.2,True,,,content/long/fr/pos-02-how-to-find-your-niche-without-making-yourself-too-small.md
pos-l02,long,positioning,it,1426,150,570.4,True,,,content/long/it/pos-02-how-to-find-your-niche-without-making-yourself-too-small.md
pos-l02,long,positioning,pt,1431,150,572.4,True,,,content/long/pt/pos-02-how-to-find-your-niche-without-making-yourself-too-small.md
pos-l02-s01,short,positioning,de,230,150,92.0,True,False,,content/shorts/de/pos-l02-s01-selling-to-everyone-is-the-problem.md
pos-l02-s01,short,positioning,en,229,155,88.6,True,False,,content/shorts/en/pos-l02-s01-selling-to-everyone-is-the-problem.md
pos-l02-s01,short,positioning,fr,240,155,92.9,True,False,,content/shorts/fr/pos-l02-s01-selling-to-everyone-is-the-problem.md
pos-l02-s01,short,positioning,it,239,155,92.5,True,False,,content/shorts/it/pos-l02-s01-selling-to-everyone-is-the-problem.md
pos-l02-s01,short,positioning,pt,230,155,89.0,True,False,,content/shorts/pt/pos-l02-s01-selling-to-everyone-is-the-problem.md
pos-l02-s02,short,positioning,de,222,150,88.8,True,False,,content/shorts/de/pos-l02-s02-why-smaller-niches-can-make-you-bigger.md
pos-l02-s02,short,positioning,en,226,155,87.5,True,False,,content/shorts/en/pos-l02-s02-why-smaller-niches-can-make-you-bigger.md
pos-l02-s02,short,positioning,fr,229,155,88.6,True,False,,content/shorts/fr/pos-l02-s02-why-smaller-niches-can-make-you-bigger.md
pos-l02-s02,short,positioning,it,240,155,92.9,True,False,,content/shorts/it/pos-l02-s02-why-smaller-niches-can-make-you-bigger.md
pos-l02-s02,short,positioning,pt,238,155,92.1,True,False,,content/shorts/pt/pos-l02-s02-why-smaller-niches-can-make-you-bigger.md
pos-l02-s03,short,positioning,de,230,150,92.0,True,False,,content/shorts/de/pos-l02-s03-market-problem-solution-test.md
pos-l02-s03,short,positioning,en,229,155,88.6,True,False,,content/shorts/en/pos-l02-s03-market-problem-solution-test.md
pos-l02-s03,short,positioning,fr,231,155,89.4,True,False,,content/shorts/fr/pos-l02-s03-market-problem-solution-test.md
pos-l02-s03,short,positioning,it,227,155,87.9,True,False,,content/shorts/it/pos-l02-s03-market-problem-solution-test.md
pos-l02-s03,short,positioning,pt,228,155,88.3,True,False,,content/shorts/pt/pos-l02-s03-market-problem-solution-test.md
pos-l03,long,positioning,de,1473,145,609.5,True,,,content/long/de/pos-03-how-to-position-yourself-as-an-expert-from-zero.md
pos-l03,long,positioning,en,1479,150,591.6,True,,,content/long/en/pos-03-how-to-position-yourself-as-an-expert-from-zero.md
pos-l03,long,positioning,fr,1485,150,594.0,True,,,content/long/fr/pos-03-how-to-position-yourself-as-an-expert-from-zero.md
pos-l03,long,positioning,it,1428,150,571.2,True,,,content/long/it/pos-03-how-to-position-yourself-as-an-expert-from-zero.md
pos-l03,long,positioning,pt,1461,150,584.4,True,,,content/long/pt/pos-03-how-to-position-yourself-as-an-expert-from-zero.md
pos-l03-s01,short,positioning,de,232,150,92.8,True,False,,content/shorts/de/pos-l03-s01-you-cant-just-call-yourself-an-expert.md
pos-l03-s01,short,positioning,en,225,155,87.1,True,False,,content/shorts/en/pos-l03-s01-you-cant-just-call-yourself-an-expert.md
pos-l03-s01,short,positioning,fr,234,155,90.6,True,False,,content/shorts/fr/pos-l03-s01-you-cant-just-call-yourself-an-expert.md
pos-l03-s01,short,positioning,it,226,155,87.5,True,False,,content/shorts/it/pos-l03-s01-you-cant-just-call-yourself-an-expert.md
pos-l03-s01,short,positioning,pt,232,155,89.8,True,False,,content/shorts/pt/pos-l03-s01-you-cant-just-call-yourself-an-expert.md
pos-l03-s02,short,positioning,de,233,150,93.2,True,False,,content/shorts/de/pos-l03-s02-three-signals-to-build-from-zero.md
pos-l03-s02,short,positioning,en,231,155,89.4,True,False,,content/shorts/en/pos-l03-s02-three-signals-to-build-from-zero.md
pos-l03-s02,short,positioning,fr,234,155,90.6,True,False,,content/shorts/fr/pos-l03-s02-three-signals-to-build-from-zero.md
pos-l03-s02,short,positioning,it,228,155,88.3,True,False,,content/shorts/it/pos-l03-s02-three-signals-to-build-from-zero.md
pos-l03-s02,short,positioning,pt,227,155,87.9,True,False,,content/shorts/pt/pos-l03-s02-three-signals-to-build-from-zero.md
pos-l03-s03,short,positioning,de,233,150,93.2,True,False,,content/shorts/de/pos-l03-s03-your-website-has-five-seconds.md
pos-l03-s03,short,positioning,en,239,155,92.5,True,False,,content/shorts/en/pos-l03-s03-your-website-has-five-seconds.md
pos-l03-s03,short,positioning,fr,238,155,92.1,True,False,,content/shorts/fr/pos-l03-s03-your-website-has-five-seconds.md
pos-l03-s03,short,positioning,it,232,155,89.8,True,False,,content/shorts/it/pos-l03-s03-your-website-has-five-seconds.md
pos-l03-s03,short,positioning,pt,234,155,90.6,True,False,,content/shorts/pt/pos-l03-s03-your-website-has-five-seconds.md
pos-l04,long,positioning,de,1482,145,613.2,True,,,content/long/de/pos-04-the-content-strategy-that-makes-people-remember-you.md
pos-l04,long,positioning,en,1495,150,598.0,True,,,content/long/en/pos-04-the-content-strategy-that-makes-people-remember-you.md
pos-l04,long,positioning,fr,1520,150,608.0,True,,,content/long/fr/pos-04-the-content-strategy-that-makes-people-remember-you.md
pos-l04,long,positioning,it,1434,150,573.6,True,,,content/long/it/pos-04-the-content-strategy-that-makes-people-remember-you.md
pos-l04,long,positioning,pt,1456,150,582.4,True,,,content/long/pt/pos-04-the-content-strategy-that-makes-people-remember-you.md
pos-l04-s01,short,positioning,de,229,150,91.6,True,False,,content/shorts/de/pos-l04-s01-stop-posting-random-content.md
pos-l04-s01,short,positioning,en,229,155,88.6,True,False,,content/shorts/en/pos-l04-s01-stop-posting-random-content.md
pos-l04-s01,short,positioning,fr,230,155,89.0,True,False,,content/shorts/fr/pos-l04-s01-stop-posting-random-content.md
pos-l04-s01,short,positioning,it,231,155,89.4,True,False,,content/shorts/it/pos-l04-s01-stop-posting-random-content.md
pos-l04-s01,short,positioning,pt,235,155,91.0,True,False,,content/shorts/pt/pos-l04-s01-stop-posting-random-content.md
pos-l04-s02,short,positioning,de,229,150,91.6,True,False,,content/shorts/de/pos-l04-s02-the-goal-is-recognition-not-views.md
pos-l04-s02,short,positioning,en,230,155,89.0,True,False,,content/shorts/en/pos-l04-s02-the-goal-is-recognition-not-views.md
pos-l04-s02,short,positioning,fr,234,155,90.6,True,False,,content/shorts/fr/pos-l04-s02-the-goal-is-recognition-not-views.md
