episode,id,arc,arc_name,title,hook,cliffhanger_beat,characters,location,locale,wpm,word_count,estimated_seconds,timing_gate,editorial_score,editorial_gate,source_authority
12,E012,2,Alguém está observando,Enquanto você dormia,"Alguém ficou ao lado da cama de Maya na noite passada, mas nenhuma fechadura foi aberta.","O dispositivo pulsa de novo. Desta vez, o celular de Maya continua apagado.",Maya Vale|Nora Reyes|Ethan Cole|Detective Daniel Cross,bedroom,pt-BR,155,146,56.5,PASS,9.79,PASS,EN-v3
13,E013,2,Alguém está observando,O relé,O dispositivo sob a cama de Maya não está enviando dados. Está esperando o futuro chegar.,O notebook responde sozinho: RESTA UM.,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross,rooftop,pt-BR,155,156,60.4,PASS,9.81,PASS,EN-v3
14,E014,2,Alguém está observando,Receptor dezessete,"Se Maya é a Receptora 17, houve dezesseis antes dela, e talvez apenas uma ainda esteja viva.",Existe apenas uma clínica abandonada diretamente acima dela. A demolição começa em oito minutos.,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross,rooftop/apartment,pt-BR,155,150,58.1,PASS,9.79,PASS,EN-v3
15,E015,2,Alguém está observando,Receptor dezesseis,Maya tem sete minutos para encontrar a Receptora 16 antes de o prédio ser demolido.,“Qual?” A Receptora 16 desmaia antes de responder.,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross,abandoned station,pt-BR,155,148,57.3,PASS,9.8,PASS,EN-v3
16,E016,2,Alguém está observando,Um de nós,Alguém no círculo mais próximo de Maya pode trabalhar secretamente para a AHEAD.,OBSERVADORA DE CAMPO. Status: ATIVA.,Maya Vale|Nora Reyes|Ethan Cole|Detective Daniel Cross,police station,pt-BR,155,158,61.2,PASS,9.77,PASS,EN-v3
17,E017,2,Alguém está observando,Observadora de campo,"O nome de Nora aparece no sistema de funcionários da AHEAD, e o arquivo diz que ela ainda está ativa.",Outra linha aparece: RECUSA JÁ OBSERVADA.,Maya Vale|Nora Reyes,parking lot,pt-BR,155,150,58.1,PASS,9.77,PASS,EN-v3
18,E018,2,Alguém está observando,A porta vermelha,AHEAD manda Nora fazer Maya abrir uma porta vermelha e afirma que a recusa delas já aconteceu.,Daniel não vê ninguém. Maya vê.,Maya Vale|Nora Reyes|Detective Daniel Cross|Ethan Cole,abandoned office,pt-BR,155,149,57.7,PASS,9.79,PASS,EN-v3
19,E019,2,Alguém está observando,Ponto cego,Uma câmera observa Maya de um lugar que fisicamente não existe.,Sinal recebido. Local: CASA.,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross,surveillance room,pt-BR,155,148,57.3,PASS,9.79,PASS,EN-v3
20,E020,2,Alguém está observando,Dentro do apartamento,"A Maya do futuro manda que ela não volte para casa. Por isso, Maya volta mesmo assim.",“Você deveria ter contado onde Clara está.” A Maya presente se vira devagar para ele.,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross,apartment,pt-BR,155,160,61.9,PASS,9.8,PASS,EN-v3
21,E021,3,O segredo de Ethan,A Maya adormecida,Maya está na cozinha enquanto outra Maya aparece ao vivo numa câmera do quarto.,Maya encara o homem ao lado. “Comece a falar.”,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross,apartment,pt-BR,155,159,61.5,PASS,9.76,PASS,EN-v3
22,E022,3,O segredo de Ethan,Onde está Clara?,"A Maya do futuro diz que Ethan sabe onde está sua irmã desaparecida, e ele finalmente admite que ela pode estar certa.",Ethan não sai. Outra coisa sai.,Maya Vale|Ethan Cole|Nora Reyes,apartment,pt-BR,155,151,58.5,PASS,9.82,PASS,EN-v3
23,E023,3,O segredo de Ethan,O anexo,"A previsão diz que Ethan desaparecerá dentro de um laboratório abandonado, então Maya o segue antes que ele vá sozinho.","No verso, alguém escreveu: NÃO DEIXE ELA LEMBRAR.",Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross,AHEAD annex,pt-BR,155,148,57.3,PASS,9.78,PASS,EN-v3
24,E024,3,O segredo de Ethan,A fotografia de amanhã,Uma fotografia feita amanhã mostra Maya numa sala em que ela está hoje.,Uma mulher com a voz de Maya responde: “Não. Não é.”,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross,AHEAD annex,pt-BR,155,149,57.7,PASS,9.79,PASS,EN-v3
25,E025,3,O segredo de Ethan,Maya construiu AHEAD,Uma mensagem secreta diz que Maya criou o projeto que vem perseguindo todos eles há meses.,"Então diz: “Você chegou cedo, Versão 17.”",Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross,AHEAD annex,pt-BR,155,153,59.2,PASS,9.78,PASS,EN-v3
26,E026,3,O segredo de Ethan,Você chegou cedo,Uma versão futura de Maya fala através de um laboratório abandonado há três anos.,Maya olha para a cadeira vazia ao lado. Ela começa a piscar.,Maya Vale|Ethan Cole|Clara Cole,AHEAD annex lab,pt-BR,155,150,58.1,PASS,9.82,PASS,EN-v3
27,E027,3,O segredo de Ethan,A sete minutos de distância,A irmã desaparecida de Ethan aparece do outro lado de uma diferença de sete minutos e consegue vê-lo.,O relógio chega a zero. Clara desaparece.,Maya Vale|Ethan Cole|Clara Cole|Nora Reyes,AHEAD annex lab,pt-BR,155,150,58.1,PASS,9.79,PASS,EN-v3
28,E028,3,O segredo de Ethan,Depois desta noite,"Clara avisa Maya para não confiar em Ethan e, horas depois, ele acorda com uma lembrança que não deveria existir.",“Eu nunca faria isso.” A contagem regressiva começa.,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross,AHEAD annex,pt-BR,155,146,56.5,PASS,9.79,PASS,EN-v3
29,E029,3,O segredo de Ethan,Ethan recebe o Sinal,"O primeiro Sinal de Ethan o mostra estrangulando Maya, e ele tem sete minutos para provar que o vídeo está escondendo contexto.",O Sinal já não esconde apenas contexto. Agora mistura futuros.,Maya Vale|Ethan Cole|Nora Reyes,AHEAD annex,pt-BR,155,157,60.8,PASS,9.81,PASS,EN-v3
30,E030,3,O segredo de Ethan,O detonador,O Sinal de Ethan mostra Nora segurando um detonador pertencente a um futuro que nunca aconteceu.,“Fez a gente encontrá-lo.” E agora o prédio está fechando todas as outras escolhas.,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross,AHEAD annex,pt-BR,155,145,56.1,PASS,9.8,PASS,EN-v3
31,E031,4,O primeiro receptor,Bomba de sete minutos,"Um detonador dá a Maya sete minutos para escapar, mas a única rota aberta leva ainda mais fundo no anexo.",É Jonah Reed. O homem morto do próprio arquivo.,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross|Jonah Reed,AHEAD annex,pt-BR,155,149,57.7,PASS,9.81,PASS,EN-v3
32,E032,4,O primeiro receptor,Jonah Reed,"O primeiro receptor documentado está oficialmente morto há três anos, mas agora está de pé diante de Maya.",“Você é a Versão Dezessete.” E essa pasta ainda está sendo escrita.,Maya Vale|Jonah Reed|Detective Daniel Cross,AHEAD basement,pt-BR,155,150,58.1,PASS,9.8,PASS,EN-v3
33,E033,4,O primeiro receptor,Versão dezessete,Maya descobre que dezesseis versões anteriores da própria vida já fracassaram.,RETURN — TRANSFERÊNCIA DE CARGA. ALVO: MAYA VALE.,Maya Vale|Jonah Reed|Ethan Cole|Nora Reyes|Detective Daniel Cross,AHEAD basement,pt-BR,155,145,56.1,PASS,9.76,PASS,EN-v3
34,E034,4,O primeiro receptor,Return inicia,"Todas as linhas temporais fracassadas terminam com Maya ativando algo chamado Return, e a máquina acaba de escolhê-la novamente.",ALVO: MAYA VALE. O nariz de Maya começa a sangrar.,Maya Vale|Jonah Reed,AHEAD basement,pt-BR,155,150,58.1,PASS,9.75,PASS,EN-v3
35,E035,4,O primeiro receptor,O preço,"Cada futuro que Maya altera fica armazenado em algum lugar, e seu corpo está pagando o preço.",A Maya do presente deixa a caneta cair. Ela nunca fez doutorado.,Maya Vale|Jonah Reed|Nora Reyes|Clara Cole,AHEAD basement,pt-BR,155,154,59.6,PASS,9.81,PASS,EN-v3
36,E036,4,O primeiro receptor,Dra. Vale,"Maya de repente consegue resolver equações que nunca estudou, e todas apontam diretamente para a AHEAD.",Dentro existe um único celular. O vídeo está datado sete anos no futuro.,Maya Vale|Ethan Cole|Jonah Reed,AHEAD basement,pt-BR,155,153,59.2,PASS,9.81,PASS,EN-v3
37,E037,4,O primeiro receptor,Protocolo Return,"Maya acabou de escrever o protocolo que talvez tenha reiniciado sua vida dezesseis vezes, e uma mensagem de sete anos no futuro está esperando.",07:00. A contagem começou.,Maya Vale|Jonah Reed|Detective Daniel Cross,AHEAD basement,pt-BR,155,145,56.1,PASS,9.76,PASS,EN-v3
38,E038,4,O primeiro receptor,Jonah precisa morrer,"A Maya do futuro diz que Jonah precisa morrer esta noite, mas ele já sobreviveu uma vez à própria morte.",A tela atualiza: SILAS WARD — LOCALIZAÇÃO ATUAL DISPONÍVEL.,Maya Vale|Jonah Reed|Detective Daniel Cross|Ethan Cole,AHEAD basement,pt-BR,155,153,59.2,PASS,9.81,PASS,EN-v3
39,E039,4,O primeiro receptor,Silas Ward,Um homem declarado morto no incêndio de Jonah vive abertamente há três anos usando o mesmo nome.,"Abaixo existe uma última frase: SE TROUXER ETHAN, CLARA MORRE.",Maya Vale|Jonah Reed|Detective Daniel Cross,AHEAD annex,pt-BR,155,153,59.2,PASS,9.81,PASS,EN-v3
40,E040,4,O primeiro receptor,A cadeira vazia,"Maya recebe a ordem de ir sozinha ou Clara morrerá, mas a sala do encontro contém apenas uma cadeira vazia diante dela.",Depois acrescenta: “E diga ao Jonah que ele mentiu sobre quem começou o incêndio.”,Maya Vale|Jonah Reed|Clara Cole,research campus,pt-BR,155,146,56.5,PASS,9.8,PASS,EN-v3
41,E041,5,Maya muda o futuro,Clara está viva,"Clara está viva, mas só consegue existir por alguns segundos dentro da linha temporal de Maya.",Aparece o número de um trem: 407.,Maya Vale|Ethan Cole|Clara Cole|Jonah Reed,research campus,pt-BR,155,154,59.6,PASS,9.79,PASS,EN-v3
42,E042,5,Maya muda o futuro,A previsão inquebrável,Clara diz que a única saída é quebrar um futuro que nunca mudou em nenhuma das dezesseis linhas temporais.,Maya pega o casaco. “É exatamente por isso que eu preciso.”,Maya Vale|Ethan Cole|Jonah Reed|Detective Daniel Cross,AHEAD annex,pt-BR,155,153,59.2,PASS,9.81,PASS,EN-v3
43,E043,5,Maya muda o futuro,Trem 407,"Todas as linhas temporais conhecidas dizem que o Trem 407 mata dezoito pessoas, então Maya embarca voluntariamente.",As portas travam. O trem parte com Maya sozinha lá dentro.,Maya Vale|Nora Reyes|Detective Daniel Cross|Jonah Reed,commuter train,pt-BR,155,155,60.0,PASS,9.82,PASS,EN-v3
44,E044,5,Maya muda o futuro,Uma vítima,"Maya salvou dezessete pessoas de um desastre fixo, e o futuro responde escolhendo somente ela para morrer.","RESULTADO NÃO MODELADO. Pela primeira vez, AHEAD não tem futuro para mostrar.",Maya Vale|Nora Reyes|Jonah Reed,commuter train,pt-BR,155,147,56.9,PASS,9.79,PASS,EN-v3
45,E045,5,Maya muda o futuro,Erro de linha temporal,"Maya cria um futuro que AHEAD não consegue prever, e uma porta aparece onde antes só existia concreto.",Mesmo casaco. Mesmo rosto. Mesma cicatriz. Maya está olhando para outra Maya.,Maya Vale|Nora Reyes|Jonah Reed,station corridor,pt-BR,155,146,56.5,PASS,9.81,PASS,EN-v3
46,E046,5,Maya muda o futuro,Sem sinal,Maya atravessa uma porta de SEM SINAL e encontra sua própria versão de um futuro que acabou de apagar.,A outra versão se aproxima. “Porque o primeiro vídeo dele foi feito para levá-lo a cometer um crime.”,Maya Vale|Clara Cole|Nora Reyes,synchronization pocket,pt-BR,155,150,58.1,PASS,9.81,PASS,EN-v3
47,E047,5,Maya muda o futuro,A outra Maya,Uma Maya futura diz que o Sinal está prestes a escolher Daniel e usar a confiança dele em evidências contra ele.,“Minha primeira previsão diz que vou roubar uma arma de homicídio.” A contagem começa.,Maya Vale|Clara Cole,synchronization pocket,pt-BR,155,155,60.0,PASS,9.81,PASS,EN-v3
48,E048,5,Maya muda o futuro,Daniel recebe o Sinal,O primeiro vídeo futuro de Daniel diz que ele roubará uma arma de homicídio do próprio depósito de provas.,Suas primeiras palavras são: “Silas não está tentando nos matar.”,Maya Vale|Detective Daniel Cross,police station,pt-BR,155,153,59.2,PASS,9.78,PASS,EN-v3
49,E049,5,Maya muda o futuro,A saída,O homem que Maya acredita estar caçando receptores talvez esteja tentando desconectá-los do Sinal.,Leila sussurra: “Ele encontrou o relé de vocês.” Uma explosão distante sacode as janelas do hospital.,Maya Vale|Nora Reyes|Detective Daniel Cross,hospital,pt-BR,155,158,61.2,PASS,9.8,PASS,EN-v3
50,E050,5,Maya muda o futuro,A sala trancada,"Maya finalmente perde o Sinal, e Ethan recebe um futuro em que ela desaparece de uma sala trancada.",00:03. A mão de Maya fica transparente dentro da mão de Ethan.,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross|Leila Hart,hospital,pt-BR,155,160,61.9,PASS,9.8,PASS,EN-v3
51,E051,6,Nora,Quatro segundos perdidos,Maya desaparece de um quarto trancado do hospital enquanto Ethan ainda segura sua mão.,Nora sussurra: “Sim.”,Maya Vale|Ethan Cole|Nora Reyes,hospital imaging suite,pt-BR,155,148,57.3,PASS,9.81,PASS,EN-v3
52,E052,6,Nora,Antes de nos conhecermos,Nora admite que já conhecia Maya antes de as duas se tornarem amigas.,Vários anos mais velha. A imagem foi feita antes de Nora e Maya se conhecerem.,Maya Vale|Nora Reyes|Detective Daniel Cross,hospital,pt-BR,155,157,60.8,PASS,9.77,PASS,EN-v3
53,E053,6,Nora,M. Vale,A Maya do futuro recrutou Nora para observar a Maya do presente antes mesmo de a amizade começar.,GARANTA QUE ELAS SE TORNEM AMIGAS. Maya já não sabe qual parte daquela amizade foi realmente escolhida.,Maya Vale|Nora Reyes,hospital corridor,pt-BR,155,148,57.3,PASS,9.79,PASS,EN-v3
54,E054,6,Nora,Projetada,A amizade mais antiga de Maya pode ter sido projetada pelo próprio eu do futuro.,Eles nunca voltam a se encontrar. E ambos continuam vivos.,Maya Vale|Nora Reyes,cafe/archive footage,pt-BR,155,150,58.1,PASS,9.79,PASS,EN-v3
55,E055,6,Nora,Uma vida sem Maya,Ethan assiste a sete anos inteiros de uma vida em que nunca conhece Maya.,"Um novo vídeo começa. Daqui a sete horas, Nora injeta algo em Maya enquanto Maya implora para ela parar.",Maya Vale|Ethan Cole|Nora Reyes,hospital waiting room,pt-BR,155,154,59.6,PASS,9.77,PASS,EN-v3
56,E056,6,Nora,Sete horas,O novo Sinal de Nora mostra ela forçando Maya a receber uma injeção daqui a sete horas.,O rosto dele parece familiar. Mas o nome desapareceu.,Maya Vale|Ethan Cole|Jonah Reed,hospital,pt-BR,155,156,60.4,PASS,9.79,PASS,EN-v3
57,E057,6,Nora,A injeção,"As memórias de Maya estão entrando em colapso, e o único tratamento pode apagar o conhecimento do futuro de que ela precisa para sobreviver.",A mulher olha para Nora. “Diga a ela que foi ela quem começou tudo isso.”,Maya Vale|Nora Reyes|Ethan Cole|Detective Daniel Cross|Jonah Reed,hospital,pt-BR,155,160,61.9,PASS,9.78,PASS,EN-v3
58,E058,6,Nora,Nora começou,Uma versão futura de Maya afirma que Nora iniciou todo o ciclo do Sinal.,E o sistema já marca a transmissão como: ENVIADA.,Maya Vale|Nora Reyes|Leila Hart,hospital,pt-BR,155,148,57.3,PASS,9.8,PASS,EN-v3
59,E059,6,Nora,Mensagem para amanhã,"Nora está programada para enviar uma mensagem sete anos ao futuro, mas o sistema afirma que ela já enviou.",A Maya mais velha observa o pacote e sussurra: “Finalmente. Agora sei para onde mandar o primeiro.”,Maya Vale|Nora Reyes|Ethan Cole,hospital room/synchronization pocket,pt-BR,155,148,57.3,PASS,9.81,PASS,EN-v3
60,E060,6,Nora,O primeiro endereço,A transmissão acidental de Nora entrega à Maya do futuro o endereço necessário para enviar o primeiro Sinal para trás.,EXPANSÃO DE REDE. SETE DIAS.,Maya Vale|Nora Reyes|Jonah Reed,hospital,pt-BR,155,148,57.3,PASS,9.79,PASS,EN-v3
61,E061,7,A rede,Sete dias para a expansão,"Daqui a uma semana, o Sinal vai saltar de poucos receptores para centenas.",Aquele telefone deveria ligar apenas daqui a sete dias. Acabou de ligar agora.,Maya Vale|Nora Reyes|Jonah Reed|Detective Daniel Cross,hospital,pt-BR,155,149,57.7,PASS,9.81,PASS,EN-v3
62,E062,7,A rede,Receptor 001,O celular marcado como Receptor 001 ativa seis dias antes do previsto e pertence a alguém que deveria estar morto.,A Maya futura se vira para ele. “Então por que o mundo ainda está no escuro?”,Maya Vale|Nora Reyes|Jonah Reed|Detective Daniel Cross,hospital,pt-BR,155,151,58.5,PASS,9.78,PASS,EN-v3
63,E063,7,A rede,O futuro do apagão,Um futuro de sete anos mostra Maya viva ao lado de Silas enquanto toda a cidade permanece sem comunicações.,Resta uma localização: CAMPUS — AGORA.,Maya Vale|Detective Daniel Cross|Nora Reyes|Ethan Cole,research campus basement,pt-BR,155,146,56.5,PASS,9.77,PASS,EN-v3
64,E064,7,A rede,Dra. Lena Voss,"A cientista acusada de destruir AHEAD está no campus agora, e o celular de Maya a mostra apontando uma arma para ela.",Lena balança a cabeça. “Ela está viva porque eu a prendi fora do tempo normal.”,Maya Vale|Jonah Reed|Ethan Cole,research campus basement,pt-BR,155,145,56.1,PASS,9.76,PASS,EN-v3
65,E065,7,A rede,O preço de Clara,"Lena consegue libertar Clara, mas fazer isso pode matá-la instantaneamente.","Lena responde baixo: “Agora, vocês não conseguem salvar os dois.”",Maya Vale|Ethan Cole|Dr. Lena Voss|Detective Daniel Cross,college lab,pt-BR,155,150,58.1,PASS,9.8,PASS,EN-v3
66,E066,7,A rede,O problema de Clara,Ethan precisa escolher entre destruir o Sinal e manter a irmã viva.,ACESSO DE ÂNCORA CONCEDIDO. USUÁRIO: ETHAN COLE.,Ethan Cole|Maya Vale|Dr. Lena Voss,college lab,pt-BR,155,151,58.5,PASS,9.79,PASS,EN-v3
67,E067,7,A rede,Localização de Clara adquirida,O Sinal dá a Ethan acesso a uma sala escondida onde Clara está presa há três anos.,A tela mostra: TRANSFERÊNCIA DE ÂNCORA PREPARADA.,Maya Vale|Ethan Cole|Nora Reyes|Dr. Lena Voss,college lab,pt-BR,155,145,56.1,PASS,9.78,PASS,EN-v3
68,E068,7,A rede,A chave da âncora,O celular de Silas consegue manter futuros descartados abertos e quer transformar Maya na próxima âncora.,Uma palavra: RETURN.,Ethan Cole|Clara Cole|Maya Vale|Nora Reyes,pedestrian bridge,pt-BR,155,145,56.1,PASS,9.78,PASS,EN-v3
69,E069,7,A rede,Maya causa o apagão,O apagão futuro começa no instante em que Maya combina a chave de âncora com Return.,Maya sussurra: “Ou uma armadilha.”,Maya Vale|Dr. Lena Voss|Detective Daniel Cross|Ethan Cole,college lab,pt-BR,155,150,58.1,PASS,9.79,PASS,EN-v3
70,E070,7,A rede,Silas,"Todas as provas agora dizem que Maya causa o apagão futuro, mas finalmente alguém liga diretamente para ela.","Sem guardas. Sem arma. “Precisamos conversar”, ele diz, “antes que você destrua sete anos.”",Maya Vale|Ethan Cole|Dr. Lena Voss,college lab,pt-BR,155,152,58.8,PASS,9.79,PASS,EN-v3
71,E071,8,A guerra das previsões,O vilão errado,Silas diz que Maya culpou o vilão errado durante dezesseis linhas temporais.,Ele olha para Maya. “Escolheu quem morreria no lugar dele.”,Maya Vale|Ethan Cole|Dr. Lena Voss|Silas Ward,college,pt-BR,155,150,58.1,PASS,9.76,PASS,EN-v3
72,E072,8,A guerra das previsões,A mentira de Jonah,O homem que Maya considerava o primeiro receptor pode ter matado alguém para fingir a própria morte.,Ele empurra o registro para ela. “Só não lembra de ter reiniciado todos nós.”,Maya Vale|Silas Ward|Detective Daniel Cross|Dr. Lena Voss,college lobby,pt-BR,155,148,57.3,PASS,9.76,PASS,EN-v3
73,E073,8,A guerra das previsões,Dezesseis reinícios,Silas tem registros provando que Maya já reiniciou a mesma crise dezesseis vezes.,SETE DIAS. Cada reinício está encurtando o pavio.,Maya Vale|Silas Ward|Jonah Reed|Dr. Lena Voss,college lobby,pt-BR,155,152,58.8,PASS,9.76,PASS,EN-v3
74,E074,8,A guerra das previsões,O prazo final,"Se AHEAD ativar os novos receptores, uma catástrofe antes distante pode começar já na próxima semana.",FRACASSO DA TRÉGUA — 7 DIAS. Ninguém sabe se é aviso ou provocação.,Maya Vale|Silas Ward|Ethan Cole|Dr. Lena Voss,college,pt-BR,155,149,57.7,PASS,9.77,PASS,EN-v3
75,E075,8,A guerra das previsões,Assassinato em sete dias,"Daniel vê Lena matar Silas daqui a uma semana, e alguém preparou disfarces capazes de incriminar qualquer pessoa do grupo.",Ele olha para o grupo e aponta para o homem ao lado de Maya. “Aquele ali não sou eu.”,Maya Vale|Silas Ward|Dr. Lena Voss|Detective Daniel Cross,college,pt-BR,155,151,58.5,PASS,9.8,PASS,EN-v3
76,E076,8,A guerra das previsões,Dois Jonahs,"Dois Jonahs estão na mesma sala, e ambos sabem coisas que só o verdadeiro Jonah deveria conhecer.",EVENTO DE ORIGEM. NÃO MODELAR.,Maya Vale|Detective Daniel Cross|Dr. Lena Voss|Silas Ward,storage facility,pt-BR,155,160,61.9,PASS,9.75,PASS,EN-v3
77,E077,8,A guerra das previsões,A sala de réplicas,A Maya do futuro encomendou secretamente dublês humanos e escondeu um evento do sistema de previsão da AHEAD.,Ethan entende primeiro. “A origem aconteceu depois daquilo que ela causou.”,Maya Vale|Ethan Cole|Dr. Lena Voss|Jonah Reed,storage facility,pt-BR,155,157,60.8,PASS,9.79,PASS,EN-v3
78,E078,8,A guerra das previsões,Evento de origem,"O evento que deu origem à AHEAD pode vir do futuro, o que significa que o projeto nunca teve um começo limpo.",EXPANSÃO DE REDE: 7 DIAS.,Maya Vale|Jonah Reed|Ethan Cole,storage facility,pt-BR,155,155,60.0,PASS,9.77,PASS,EN-v3
79,E079,8,A guerra das previsões,O inimigo é AHEAD,"O verdadeiro inimigo talvez não seja Silas, Lena, Jonah nem Maya, mas a tentativa da AHEAD de eliminar toda incerteza.",FASE DE CONSENSO COMEÇA AGORA. Cada telefone mostra uma ordem diferente.,Maya Vale|Dr. Lena Voss|Silas Ward|Ethan Cole,storage facility,pt-BR,155,153,59.2,PASS,9.79,PASS,EN-v3
80,E080,8,A guerra das previsões,Consenso,AHEAD inicia a expansão final dando uma ordem diferente a cada receptor.,Maya olha para Silas. “Parece que nossa trégua tem data de validade.”,Maya Vale|Ethan Cole|Silas Ward|Dr. Lena Voss,storage facility,pt-BR,155,159,61.5,PASS,9.75,PASS,EN-v3
81,E081,9,A origem,A linha apagada,"Daqui a sete horas, Maya assina uma trégua com Silas e depois quebra secretamente a regra mais importante.",Nora sorri com tristeza. “Lena ensina você.”,Maya Vale|Nora Reyes|Silas Ward|Dr. Lena Voss,storage facility,pt-BR,155,158,61.2,PASS,9.76,PASS,EN-v3
82,E082,9,A origem,Lena ensinou,Lena admite que um dia ensinará Maya a enviar o primeiro Sinal para o passado.,Ela encara Maya. “Sim.”,Maya Vale|Nora Reyes|Dr. Lena Voss,safehouse,pt-BR,155,151,58.5,PASS,9.81,PASS,EN-v3
83,E083,9,A origem,A versão vilã,"Na Versão 13, Maya assumiu o controle da AHEAD e usou previsões para controlar todos que amava.",Sua própria voz continua ecoando na cabeça: “Prendam Nora.”,Maya Vale|Dr. Lena Voss|Nora Reyes,safehouse,pt-BR,155,157,60.8,PASS,9.74,PASS,EN-v3
84,E084,9,A origem,O que Maya fez,Maya lembra de ter se tornado exatamente o tipo de pessoa contra quem agora luta.,Nenhum registro. Nenhum túmulo. Nada.,Maya Vale|Dr. Lena Voss|Nora Reyes|Silas Ward,safehouse,pt-BR,155,160,61.9,PASS,9.73,PASS,EN-v3
85,E085,9,A origem,Maya desaparecida,"O futuro mais limpo que eles já viram salva Clara e o mundo, mas Maya não existe nele.",O último está marcado: V18 — ABRIR AMANHÃ.,Maya Vale|Nora Reyes|Silas Ward|Ethan Cole,safehouse,pt-BR,155,147,56.9,PASS,9.79,PASS,EN-v3
