episode,id,arc,arc_name,title,hook,cliffhanger_beat,characters,location,locale,wpm,word_count,estimated_seconds,timing_gate,editorial_score,editorial_gate,source_authority
11,E011,2,Alguien está mirando,El arma,"El futuro muestra a Maya apuntando a Nora con una pistola, pero el arma no pertenece a Maya.",La hora de la imagen es la noche anterior. Alguien estuvo junto a ella mientras dormía.,Maya Vale|Nora Reyes|Detective Daniel Cross,apartment,es-ES,155,152,58.8,PASS,9.65,PASS,EN-v5
12,E012,2,Alguien está mirando,Mientras dormías,"Alguien estuvo junto a la cama de Maya anoche, pero ninguna cerradura fue abierta.","El aparato vuelve a pulsar. Esta vez, el móvil de Maya sigue apagado.",Maya Vale|Nora Reyes|Ethan Cole|Detective Daniel Cross,bedroom,es-ES,155,150,58.1,PASS,9.65,PASS,EN-v5
13,E013,2,Alguien está mirando,El relé,El relé bajo la cama de Maya no está enviando sus datos a ningún sitio. Está esperando a que llegue el futuro.,Entonces aparece una última línea: QUEDA UNO.,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross,rooftop,es-ES,155,156,60.4,PASS,9.75,PASS,EN-v5
14,E014,2,Alguien está mirando,Receptor diecisiete,"AHEAD llama a Maya «Diecisiete», y una mujer cautiva podría ser la única persona viva que sabe qué significa realmente ese número.",Maya reconoce el barrio: está a dos paradas del hospital. La demolición empieza en ocho minutos.,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross|Leila Hart,rooftop/apartment,es-ES,155,150,58.1,PASS,9.75,PASS,EN-v5
15,E015,2,Alguien está mirando,Receptor dieciséis,"Maya tiene siete minutos para rescatar a la mujer del aparcamiento, la Receptora 16 de AHEAD, antes de que derriben una clínica abandonada.",«Uno ya lo hace.» Se desploma antes de decir cuál.,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross|Leila Hart,abandoned station,es-ES,155,146,56.5,PASS,9.75,PASS,EN-v5
16,E016,2,Alguien está mirando,Uno de nosotros,Alguien del círculo íntimo de Maya podría trabajar en secreto para AHEAD.,OBSERVADORA DE CAMPO. Estado: ACTIVA.,Maya Vale|Nora Reyes|Ethan Cole|Detective Daniel Cross,police station,es-ES,155,148,57.3,PASS,9.65,PASS,EN-v5
17,E017,2,Alguien está mirando,Observadora de campo,El nombre de Nora aparece en el sistema de personal de AHEAD y el expediente afirma que sigue activa.,Aparece una segunda línea: NEGATIVA YA OBSERVADA.,Maya Vale|Nora Reyes,parking lot,es-ES,155,148,57.3,PASS,9.65,PASS,EN-v5
18,E018,2,Alguien está mirando,La puerta roja,AHEAD ordena a Nora que haga abrir una puerta roja a Maya y afirma que ya ha observado su negativa.,Daniel no ve a nadie. Maya sí.,Maya Vale|Nora Reyes|Detective Daniel Cross|Ethan Cole,abandoned office,es-ES,155,145,56.1,PASS,9.65,PASS,EN-v5
19,E019,2,Alguien está mirando,Punto ciego,Una cámara observa a Maya desde un lugar que físicamente no existe.,Ubicación: CASA.,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross,surveillance room,es-ES,155,154,59.6,PASS,9.65,PASS,EN-v5
20,E020,2,Alguien está mirando,Dentro del apartamento,"La Maya del futuro le dice que no vuelva a casa, así que Maya vuelve de todos modos.",La Maya presente se gira lentamente hacia él. Ahora Ethan es el secreto.,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross,apartment,es-ES,155,156,60.4,PASS,9.65,PASS,EN-v5
21,E021,3,El secreto de Ethan,La Maya dormida,Maya está en su cocina mientras otra Maya aparece en directo en una cámara del dormitorio.,Maya mira al hombre que tiene al lado. «Empieza a hablar.»,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross,apartment,es-ES,155,158,61.2,PASS,9.66,PASS,EN-v5
22,E022,3,El secreto de Ethan,¿Dónde está Clara?,"La Maya del futuro afirma que Ethan sabe dónde está su hermana desaparecida, y Ethan admite que podría tener razón.",Ethan no sale. Sale otra cosa.,Maya Vale|Ethan Cole|Nora Reyes,apartment,es-ES,155,147,56.9,PASS,9.66,PASS,EN-v5
23,E023,3,El secreto de Ethan,El anexo,"La predicción dice que Ethan desaparecerá dentro de un laboratorio abandonado, así que Maya lo sigue antes de que vaya solo.",En el reverso alguien escribió: NO DEJES QUE RECUERDE.,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross,AHEAD annex,es-ES,155,146,56.5,PASS,9.66,PASS,EN-v5
24,E024,3,El secreto de Ethan,La fotografía de mañana,Una fotografía tomada mañana muestra a Maya dentro de una habitación en la que ya está hoy.,Una mujer con la voz de Maya responde: «No. No lo es.»,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross,AHEAD annex,es-ES,155,157,60.8,PASS,9.66,PASS,EN-v5
25,E025,3,El secreto de Ethan,Maya construyó AHEAD,Un mensaje secreto afirma que Maya creó el proyecto que lleva meses persiguiéndola.,"Luego añade: «Has llegado pronto, Versión 17.»",Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross,AHEAD annex,es-ES,155,152,58.8,PASS,9.66,PASS,EN-v5
26,E026,3,El secreto de Ethan,Has llegado pronto,Una versión futura de Maya habla a través de un laboratorio abandonado desde hace tres años.,Maya mira la silla vacía junto a ellos. Empieza a parpadear.,Maya Vale|Ethan Cole|Clara Cole,AHEAD annex lab,es-ES,155,148,57.3,PASS,9.66,PASS,EN-v5
27,E027,3,El secreto de Ethan,A siete minutos,La hermana desaparecida de Ethan aparece al otro lado de una brecha de siete minutos y puede verlo.,El reloj llega a cero. Clara desaparece.,Maya Vale|Ethan Cole|Clara Cole|Nora Reyes,AHEAD annex lab,es-ES,155,149,57.7,PASS,9.66,PASS,EN-v5
28,E028,3,El secreto de Ethan,Después de esta noche,"Clara advierte a Maya que no confíe en Ethan y, horas después, él despierta con un recuerdo que no le pertenece.",«Yo nunca haría eso.» La cuenta atrás empieza.,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross,AHEAD annex,es-ES,155,146,56.5,PASS,9.66,PASS,EN-v5
29,E029,3,El secreto de Ethan,Ethan recibe la Señal,La primera Señal de Ethan lo muestra estrangulando a Maya y tiene siete minutos para demostrar que falta contexto.,La Señal ya no solo oculta contexto. Está mezclando futuros.,Maya Vale|Ethan Cole|Nora Reyes,AHEAD annex,es-ES,155,153,59.2,PASS,9.66,PASS,EN-v5
30,E030,3,El secreto de Ethan,El detonador,La Señal de Ethan muestra a Nora sosteniendo un detonador perteneciente a un futuro que nunca ocurrió.,«Hizo que lo encontráramos.» Y ahora el edificio está cerrando todas las demás opciones.,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross,AHEAD annex,es-ES,155,155,60.0,PASS,9.66,PASS,EN-v5
31,E031,4,El primer receptor,Bomba de siete minutos,"Un detonador da a Maya siete minutos para escapar, pero la única ruta abierta lleva aún más abajo.",Es Jonah Reed. El muerto de su expediente.,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross|Jonah Reed,AHEAD annex,es-ES,155,147,56.9,PASS,9.57,PASS,EN-v5
32,E032,4,El primer receptor,Jonah Reed,"Jonah Reed lleva tres años muerto y, aun así, está delante de Maya. Dice que AHEAD mintió sobre lo que significa «Diecisiete».",«Nunca fue tu número de receptora.» «Eres la Versión Diecisiete.»,Maya Vale|Jonah Reed|Detective Daniel Cross,AHEAD basement,es-ES,155,145,56.1,PASS,9.67,PASS,EN-v5
33,E033,4,El primer receptor,Versión diecisiete,Maya descubre que dieciséis versiones anteriores de su vida ya fracasaron.,RETURN — TRANSFERENCIA DE CARGA. OBJETIVO: MAYA VALE.,Maya Vale|Jonah Reed|Ethan Cole|Nora Reyes|Detective Daniel Cross,AHEAD basement,es-ES,155,158,61.2,PASS,9.57,PASS,EN-v5
34,E034,4,El primer receptor,Inicia Return,Todas las líneas temporales fallidas terminan con Maya activando algo llamado Return y la máquina acaba de elegirla otra vez.,OBJETIVO: MAYA VALE. A Maya empieza a sangrarle la nariz.,Maya Vale|Jonah Reed,AHEAD basement,es-ES,155,157,60.8,PASS,9.57,PASS,EN-v5
35,E035,4,El primer receptor,El coste,Cada futuro que Maya cambia queda almacenado en alguna parte y su cuerpo está pagando el precio.,La Maya presente deja caer el bolígrafo. Nunca ha obtenido un doctorado.,Maya Vale|Jonah Reed|Nora Reyes|Clara Cole,AHEAD basement,es-ES,155,152,58.8,PASS,9.57,PASS,EN-v5
36,E036,4,El primer receptor,Dra. Vale,"Maya puede resolver de pronto ecuaciones que jamás ha estudiado, y todas apuntan a AHEAD.",Dentro hay un único móvil. Su vídeo está fechado dentro de siete años.,Maya Vale|Ethan Cole|Jonah Reed,AHEAD basement,es-ES,155,156,60.4,PASS,9.57,PASS,EN-v5
37,E037,4,El primer receptor,Protocolo Return,"Maya acaba de escribir el protocolo que quizá reinició su vida dieciséis veces, y un mensaje de dentro de siete años la espera.",07:00. La cuenta atrás acaba de empezar.,Maya Vale|Jonah Reed|Detective Daniel Cross,AHEAD basement,es-ES,155,148,57.3,PASS,9.57,PASS,EN-v5
38,E038,4,El primer receptor,Jonah debe morir,"La Maya del futuro dice que Jonah debe morir esta noche, pero Jonah ya sobrevivió una vez a su propia muerte.",La pantalla se actualiza: SILAS WARD — UBICACIÓN ACTUAL DISPONIBLE.,Maya Vale|Jonah Reed|Detective Daniel Cross|Ethan Cole,AHEAD basement,es-ES,155,145,56.1,PASS,9.57,PASS,EN-v5
39,E039,4,El primer receptor,Silas Ward,Un hombre declarado muerto en el incendio de Jonah lleva tres años viviendo abiertamente con el mismo nombre.,"Abajo hay una última frase: SI TRAES A ETHAN, CLARA MUERE.",Maya Vale|Jonah Reed|Detective Daniel Cross,AHEAD annex,es-ES,155,145,56.1,PASS,9.57,PASS,EN-v5
40,E040,4,El primer receptor,La silla vacía,"Le ordenan a Maya que vaya sola o Clara morirá, pero la sala de reunión contiene únicamente una silla vacía frente a ella.",Luego añade: «Y dile a Jonah que mintió sobre quién inició el incendio.»,Maya Vale|Jonah Reed|Clara Cole,research campus,es-ES,155,151,58.5,PASS,9.57,PASS,EN-v5
41,E041,5,Maya cambia el futuro,Clara está viva,"Clara está viva, pero solo puede existir durante segundos dentro de la línea temporal de Maya.",Aparece un número de tren: 407.,Maya Vale|Ethan Cole|Clara Cole|Jonah Reed,research campus,es-ES,155,156,60.4,PASS,9.67,PASS,EN-v5
42,E042,5,Maya cambia el futuro,La predicción irrompible,Clara dice que la única salida es romper un futuro que no ha cambiado en ninguna de las dieciséis líneas temporales.,Maya coge su abrigo. «Por eso tengo que hacerlo.»,Maya Vale|Ethan Cole|Jonah Reed|Detective Daniel Cross,AHEAD annex,es-ES,155,156,60.4,PASS,9.67,PASS,EN-v5
43,E043,5,Maya cambia el futuro,Tren 407,"Todas las líneas temporales conocidas dicen que el Tren 407 mata a dieciocho personas, así que Maya sube voluntariamente.",Las puertas se bloquean. El tren arranca con Maya sola dentro.,Maya Vale|Nora Reyes|Detective Daniel Cross|Jonah Reed,commuter train,es-ES,155,148,57.3,PASS,9.71,PASS,EN-v5
44,E044,5,Maya cambia el futuro,Una víctima,"Maya salvó a diecisiete personas de un desastre fijo, y el futuro responde eligiéndola solo a ella para morir.","RESULTADO NO MODELADO. Por primera vez, AHEAD no tiene futuro que mostrar.",Maya Vale|Nora Reyes|Jonah Reed,commuter train,es-ES,155,158,61.2,PASS,9.67,PASS,EN-v5
45,E045,5,Maya cambia el futuro,Error de línea temporal,Maya crea un futuro que AHEAD no puede predecir y aparece una puerta donde antes solo había hormigón.,Mismo abrigo. Mismo rostro. Misma cicatriz. Maya está mirando a otra Maya.,Maya Vale|Nora Reyes|Jonah Reed,station corridor,es-ES,155,145,56.1,PASS,9.67,PASS,EN-v5
46,E046,5,Maya cambia el futuro,Sin señal,Maya atraviesa una puerta de SIN SEÑAL y se encuentra con su propia versión de un futuro que acaba de borrar.,Su otra versión se acerca. «Porque su primer vídeo está diseñado para hacer que cometa un crimen.»,Maya Vale|Clara Cole|Nora Reyes,synchronization pocket,es-ES,155,153,59.2,PASS,9.67,PASS,EN-v5
47,E047,5,Maya cambia el futuro,La otra Maya,Una Maya futura dice que la Señal está a punto de elegir a Daniel y usar su fe en las pruebas contra él.,«Mi primera predicción dice que robo un arma homicida.» Empieza la cuenta atrás.,Maya Vale|Clara Cole,synchronization pocket,es-ES,155,154,59.6,PASS,9.67,PASS,EN-v5
48,E048,5,Maya cambia el futuro,Daniel recibe la Señal,El primer vídeo del futuro de Daniel dice que robará un arma homicida de su propio depósito de pruebas.,Sus primeras palabras son: «Silas no intenta matarnos.»,Maya Vale|Detective Daniel Cross,police station,es-ES,155,154,59.6,PASS,9.67,PASS,EN-v5
49,E049,5,Maya cambia el futuro,La salida,"La mujer a la que Maya encontró sangrando en un aparcamiento por fin da su nombre: Leila Hart, y explica cómo desapareció del hospital.",Leila susurra: «Ha encontrado vuestro relé.» Una explosión sacude las ventanas.,Maya Vale|Nora Reyes|Detective Daniel Cross|Leila Hart,hospital,es-ES,155,155,60.0,PASS,9.77,PASS,EN-v5
50,E050,5,Maya cambia el futuro,La habitación cerrada,"Maya pierde por fin la Señal, y Ethan recibe un futuro en el que ella desaparece de una habitación cerrada.",00:03. La mano de Maya se vuelve transparente dentro de la de Ethan.,Maya Vale|Ethan Cole|Nora Reyes|Detective Daniel Cross|Leila Hart,hospital,es-ES,155,160,61.9,PASS,9.71,PASS,EN-v5
51,E051,6,Nora,Faltan cuatro segundos,Maya desaparece de una habitación cerrada del hospital mientras Ethan todavía le sostiene la mano.,Nora susurra: «Sí.»,Maya Vale|Ethan Cole|Nora Reyes,hospital imaging suite,es-ES,155,145,56.1,PASS,9.7,PASS,EN-v5
52,E052,6,Nora,Antes de conocernos,Nora admite que ya conocía a Maya antes de que llegaran a ser amigas.,Varios años mayor. La imagen fue tomada antes de que Nora y Maya se conocieran.,Maya Vale|Nora Reyes|Detective Daniel Cross,hospital,es-ES,155,158,61.2,PASS,9.7,PASS,EN-v5
53,E053,6,Nora,M. Vale,La Maya del futuro reclutó a Nora para vigilar a la Maya presente antes de que su amistad siquiera empezara.,ASEGÚRATE DE QUE SE HAGAN AMIGAS. Maya ya no sabe qué parte de su amistad eligió realmente.,Maya Vale|Nora Reyes,hospital corridor,es-ES,155,153,59.2,PASS,9.7,PASS,EN-v5
54,E054,6,Nora,Diseñada,La amistad más antigua de Maya podría haber sido diseñada por su propio yo futuro.,Nunca vuelven a encontrarse. Y ambos siguen vivos.,Maya Vale|Nora Reyes,cafe/archive footage,es-ES,155,151,58.5,PASS,9.7,PASS,EN-v5
55,E055,6,Nora,Una vida sin Maya,Ethan observa siete años completos de una vida en la que nunca conoce a Maya.,"Empieza un nuevo vídeo. Dentro de siete horas, Nora está inyectando a Maya mientras Maya le suplica que pare.",Maya Vale|Ethan Cole|Nora Reyes,hospital waiting room,es-ES,155,158,61.2,PASS,9.7,PASS,EN-v5
56,E056,6,Nora,Siete horas,La nueva Señal de Nora la muestra obligando a Maya a recibir una inyección dentro de siete horas.,Su rostro le resulta familiar. Su nombre ha desaparecido.,Maya Vale|Ethan Cole|Jonah Reed,hospital,es-ES,155,147,56.9,PASS,9.7,PASS,EN-v5
57,E057,6,Nora,La inyección,Los recuerdos de Maya están colapsando y el único tratamiento podría borrar el conocimiento del futuro que necesita para sobrevivir.,La mujer mira a Nora. «Dile que ella empezó todo esto.»,Maya Vale|Nora Reyes|Ethan Cole|Detective Daniel Cross|Jonah Reed,hospital,es-ES,155,152,58.8,PASS,9.7,PASS,EN-v5
58,E058,6,Nora,Nora lo empezó,Una versión futura de Maya afirma que Nora inició todo el bucle de la Señal.,Y el sistema ya marca la transmisión como: ENVIADA.,Maya Vale|Nora Reyes|Leila Hart,hospital,es-ES,155,158,61.2,PASS,9.74,PASS,EN-v5
59,E059,6,Nora,Mensaje a mañana,"Nora está programada para enviar un mensaje siete años hacia el futuro, pero el sistema afirma que ya lo hizo.",La Maya mayor observa el paquete y susurra: «Por fin. Ahora sé dónde enviar el primero.»,Maya Vale|Nora Reyes|Ethan Cole,hospital room/synchronization pocket,es-ES,155,158,61.2,PASS,9.7,PASS,EN-v5
60,E060,6,Nora,La primera dirección,La transmisión accidental de Nora entrega a la Maya futura la dirección necesaria para enviar la primera Señal hacia atrás.,EXPANSIÓN DE RED. SIETE DÍAS.,Maya Vale|Nora Reyes|Jonah Reed,hospital,es-ES,155,154,59.6,PASS,9.74,PASS,EN-v5
61,E061,7,La red,Siete días para la expansión,"Dentro de una semana, la Señal saltará de unos pocos receptores a cientos.",Ese teléfono no debería activarse hasta dentro de siete días. Acaba de hacerlo.,Maya Vale|Nora Reyes|Jonah Reed|Detective Daniel Cross,hospital,es-ES,155,154,59.6,PASS,9.58,PASS,EN-v5
62,E062,7,La red,Receptor 001,El teléfono marcado como Receptor 001 se activa seis días antes y pertenece a alguien que debería estar muerto.,"La Maya futura se gira hacia él. «Entonces, ¿por qué el mundo sigue a oscuras?»",Maya Vale|Nora Reyes|Jonah Reed|Detective Daniel Cross,hospital,es-ES,155,148,57.3,PASS,9.58,PASS,EN-v5
63,E063,7,La red,El futuro del apagón,Un futuro de siete años muestra a Maya viva junto a Silas mientras toda la ciudad permanece sin comunicaciones.,Queda una ubicación: CAMPUS — AHORA.,Maya Vale|Detective Daniel Cross|Nora Reyes|Ethan Cole,research campus basement,es-ES,155,151,58.5,PASS,9.58,PASS,EN-v5
64,E064,7,La red,Dra. Lena Voss,"La científica acusada de destruir AHEAD está ahora mismo en el campus, y el móvil de Maya la muestra apuntándole con un arma.",Lena niega. «Está viva porque la atrapé fuera del tiempo normal.»,Maya Vale|Jonah Reed|Ethan Cole,research campus basement,es-ES,155,155,60.0,PASS,9.58,PASS,EN-v5
65,E065,7,La red,El precio de Clara,"Lena dice que Clara puede volver, pero Ethan podría tener que elegir entre su hermana y destruir AHEAD.",Maya responde: «Entonces encontraremos una tercera opción.»,Maya Vale|Ethan Cole|Dr. Lena Voss|Detective Daniel Cross,college lab,es-ES,155,150,58.1,PASS,9.68,PASS,EN-v5
66,E066,7,La red,El problema de Clara,Ethan debe elegir entre destruir la Señal y mantener viva a su hermana.,ACCESO DE ANCLA CONCEDIDO. USUARIO: ETHAN COLE.,Ethan Cole|Maya Vale|Dr. Lena Voss,college lab,es-ES,155,151,58.5,PASS,9.58,PASS,EN-v5
67,E067,7,La red,Ubicación de Clara adquirida,"El Receptor 001 abre una sala oculta donde Ethan por fin puede tocar a Clara, pero ella se niega a convertirse en la excusa para que AHEAD sobreviva.",«No dejes que Silas convierta mi vida en una orden para ti.»,Maya Vale|Ethan Cole|Nora Reyes|Dr. Lena Voss,college lab,es-ES,155,153,59.2,PASS,9.68,PASS,EN-v5
68,E068,7,La red,La llave del ancla,El teléfono de Silas puede mantener abiertos futuros descartados y quiere convertir a Maya en su siguiente ancla.,Una palabra: RETURN.,Ethan Cole|Clara Cole|Maya Vale|Nora Reyes,pedestrian bridge,es-ES,155,155,60.0,PASS,9.58,PASS,EN-v5
69,E069,7,La red,Maya causa el apagón,El apagón futuro comienza en el instante en que Maya combina la llave de anclaje con Return.,Maya susurra: «O una trampa.»,Maya Vale|Dr. Lena Voss|Detective Daniel Cross|Ethan Cole,college lab,es-ES,155,158,61.2,PASS,9.58,PASS,EN-v5
70,E070,7,La red,Silas,"Todas las pruebas culpan a Maya del apagón. Entonces llama Silas Ward, y a su lado está Adrian, el receptor que desapareció después del callejón.",«Y lleva usando esa diferencia contra ti desde que nos conocimos.»,Maya Vale|Ethan Cole|Dr. Lena Voss|Adrian,college lab,es-ES,155,153,59.2,PASS,9.68,PASS,EN-v5
71,E071,8,La guerra de predicciones,El villano equivocado,"Silas quizá no sea el villano que Maya imaginaba, y Adrian es la prueba viviente de que al menos una de sus afirmaciones imposibles es cierta.",«Eligió qué hombre podía perder el futuro.»,Maya Vale|Ethan Cole|Dr. Lena Voss|Silas Ward|Adrian,college,es-ES,155,160,61.9,PASS,9.67,PASS,EN-v5
72,E072,8,La guerra de predicciones,La mentira de Jonah,El hombre al que Maya consideraba el primer receptor pudo matar a alguien para fingir su propia muerte.,Le empuja el registro. «Simplemente no recuerdas habernos reiniciado.»,Maya Vale|Silas Ward|Detective Daniel Cross|Dr. Lena Voss,college lobby,es-ES,155,159,61.5,PASS,9.57,PASS,EN-v5
73,E073,8,La guerra de predicciones,Dieciséis reinicios,Silas tiene registros que demuestran que Maya ya reinició la misma crisis dieciséis veces.,SIETE DÍAS. Cada reinicio está acortando la mecha.,Maya Vale|Silas Ward|Jonah Reed|Dr. Lena Voss,college lobby,es-ES,155,152,58.8,PASS,9.57,PASS,EN-v5
74,E074,8,La guerra de predicciones,La fecha límite,"Si AHEAD activa a los nuevos receptores, una catástrofe antes lejana podría comenzar la próxima semana.",FRACASO DE LA TREGUA — 7 DÍAS. Nadie sabe si es advertencia o provocación.,Maya Vale|Silas Ward|Ethan Cole|Dr. Lena Voss,college,es-ES,155,149,57.7,PASS,9.57,PASS,EN-v5
75,E075,8,La guerra de predicciones,Asesinato en siete días,"Daniel ve a Lena matar a Silas dentro de una semana, y alguien ha preparado disfraces para hacer culpable a cualquiera de ellos.",Mira al grupo y señala al hombre junto a Maya. «Ese no soy yo.»,Maya Vale|Silas Ward|Dr. Lena Voss|Detective Daniel Cross,college,es-ES,155,149,57.7,PASS,9.57,PASS,EN-v5
76,E076,8,La guerra de predicciones,Dos Jonahs,"Dos Jonahs están en la misma sala, y ambos saben cosas que solo el Jonah real debería conocer.",EVENTO DE ORIGEN. NO MODELAR.,Maya Vale|Detective Daniel Cross|Dr. Lena Voss|Silas Ward,storage facility,es-ES,155,160,61.9,PASS,9.57,PASS,EN-v5
77,E077,8,La guerra de predicciones,La sala de réplicas,La Maya del futuro encargó en secreto dobles humanos y ocultó un acontecimiento al sistema predictivo de AHEAD.,Ethan lo entiende primero. «El origen ocurrió después de aquello que provocó.»,Maya Vale|Ethan Cole|Dr. Lena Voss|Jonah Reed,storage facility,es-ES,155,156,60.4,PASS,9.57,PASS,EN-v5
78,E078,8,La guerra de predicciones,Evento de origen,"El evento que originó AHEAD podría venir del futuro, lo que significa que el proyecto nunca tuvo un comienzo limpio.",EXPANSIÓN DE RED: 7 DÍAS.,Maya Vale|Jonah Reed|Ethan Cole,storage facility,es-ES,155,153,59.2,PASS,9.57,PASS,EN-v5
79,E079,8,La guerra de predicciones,El enemigo es AHEAD,"El verdadero enemigo quizá no sea Silas, Lena, Jonah ni Maya, sino el intento de AHEAD por eliminar toda incertidumbre.",FASE DE CONSENSO INICIADA. Cada teléfono muestra una orden distinta.,Maya Vale|Dr. Lena Voss|Silas Ward|Ethan Cole,storage facility,es-ES,155,157,60.8,PASS,9.61,PASS,EN-v5
80,E080,8,La guerra de predicciones,Consenso,AHEAD inicia su expansión final dando una orden diferente a cada receptor.,Maya mira a Silas. «Parece que nuestra tregua tiene fecha de caducidad.»,Maya Vale|Ethan Cole|Silas Ward|Dr. Lena Voss,storage facility,es-ES,155,158,61.2,PASS,9.61,PASS,EN-v5
81,E081,9,El origen,La línea que falta,"Dentro de siete horas, Maya firmará una tregua con Silas y luego romperá en secreto su regla más importante.",Sonríe con tristeza. «Lena te enseña cómo hacerlo.»,Maya Vale|Nora Reyes|Silas Ward|Dr. Lena Voss,storage facility,es-ES,155,157,60.8,PASS,9.62,PASS,EN-v5
82,E082,9,El origen,Lena le enseñó,Lena admite que algún día enseñará a Maya a enviar la primera Señal hacia el pasado.,La mira a los ojos. «Sí.»,Maya Vale|Nora Reyes|Dr. Lena Voss,safehouse,es-ES,155,152,58.8,PASS,9.62,PASS,EN-v5
83,E083,9,El origen,La versión villana,"En la Versión 13, Maya tomó el control de AHEAD y utilizó las predicciones para controlar a todos los que amaba.",En su cabeza aún resuena su propia voz: «Detened a Nora.»,Maya Vale|Dr. Lena Voss|Nora Reyes,safehouse,es-ES,155,155,60.0,PASS,9.62,PASS,EN-v5
84,E084,9,El origen,Lo que hizo Maya,Maya recuerda haberse convertido en la clase de persona contra la que ahora lucha.,Sin registros. Sin tumba. Nada.,Maya Vale|Dr. Lena Voss|Nora Reyes|Silas Ward,safehouse,es-ES,155,159,61.5,PASS,9.62,PASS,EN-v5
85,E085,9,El origen,Maya desaparecida,"El futuro más limpio que han visto salva a Clara y al mundo, pero Maya no existe en él.",El último dice: V18 — ABRIR MAÑANA.,Maya Vale|Nora Reyes|Silas Ward|Ethan Cole,safehouse,es-ES,155,146,56.5,PASS,9.62,PASS,EN-v5
